,Unnamed: 0.1,subject,object,new_relation
4561027,384,nsp12,large,gene_gene
4561104,461,nsp12,viral replicase subunit,gene_gene
4561118,475,nsp12,replicase subunit,gene_gene
4561423,780,rna,extracted,disease_treat_procedure
4561481,838,virus,giant panda virus,disease_disease
4561505,862,nucleocapsid,particle,gene_gene
4561535,892,s protein,gpv s gene,gene_gene
4561710,1067,ibv,ib,disease_disease
4561731,1088,s1 subunit,fusion,gene_gene
4561978,1335,ib,disease,disease_disease
4563052,478,quarantine,stop,drug_gene
4563756,1182,tmd,vsv g,disease_gene
4563763,1189,gp41,fusion protein,gene_gene
4563764,1190,cysteine,membrane,drug_gene
4563765,1191,cysteine,membrane,drug_gene
4563767,1193,cysteine,viral membrane,drug_gene
4563770,1196,cysteine,viral membrane,drug_gene
4563904,1330,tryptophan,enlargement,drug_treat_procedure
4563905,1331,tryptophan,fusion,drug_gene
4563922,1348,tryptophan,fusion,drug_gene
4564119,1545,lysine,hiv gp41,drug_gene
4564613,2039,gadd34,detected,gene_treat_procedure
4564699,34,full length ebna3c,gadd34,gene_gene
4564722,57,full length gadd34,ebna3c,gene_gene
4564726,61,full length gadd34,gadd34,gene_gene
4564750,85,ebna3c,gadd34,gene_gene
4564783,118,ebna3c,gadd34,gene_gene
4564876,211,gadd34,er,gene_disease
4564877,212,gadd34,pp1a,gene_gene
4564905,240,ebna3c,upr,gene_gene
4564970,305,ebna3c,gadd34,gene_gene
4564976,311,ebna3c,gadd34,gene_gene
4564995,330,gadd34,eif2α,gene_gene
4565098,433,ebna3c,nucleus,gene_gene
4565100,435,ebna3c,gadd34,gene_gene
4565102,437,ebna3c,gadd34,gene_gene
4565128,463,eif2α,eif2α,gene_gene
4565148,483,infection,dsrna,disease_gene
4565149,484,perk,pkr,gene_gene
4565175,510,eif2α,eif2α,gene_gene
4565180,515,viral infection,pkr,disease_gene
4565183,518,viral infection,dsrna,disease_gene
4565190,525,infection,pkr,disease_gene
4565776,1111,disulfide,cln2,drug_gene
4566187,1522,cln2,subunit,gene_gene
4566200,1535,cln2,subunit,gene_gene
4566338,1673,sedolisin,human cln2 sequence,drug_gene
4566597,1932,h5n1 virus,transmissible,disease_disease
4566601,1936,h5n1 virus,human,disease_species
4566604,1939,h5n1 virus,transmissible,disease_disease
4566611,1946,h5n1 virus,human,disease_species
4567063,252,infection,influenza h1n1,disease_disease
4567180,369,influenza virus,airway,disease_gene
4567323,512,cell line,adenocarcinoma,gene_disease
4567330,519,cell line,pulmonary adenocarcinoma,gene_disease
4567334,523,continuous cell line,adenocarcinoma,gene_disease
4567335,524,transformed cell line,adenocarcinoma,gene_disease
4567346,535,continuous cell line,adenocarcinoma,gene_disease
4567347,536,transformed cell line,pulmonary adenocarcinoma,gene_disease
4567354,543,transformed cell line,pulmonary adenocarcinoma,gene_disease
4567361,550,cell line,pulmonary adenocarcinoma,gene_disease
4567377,566,continuous cell line,pulmonary adenocarcinoma,gene_disease
4567384,573,transformed cell line,adenocarcinoma,gene_disease
4567391,580,cell line,adenocarcinoma,gene_disease
4567393,582,continuous cell line,pulmonary adenocarcinoma,gene_disease
4567473,662,presence,patient,treat_procedure_species
4567613,802,pulmonary manifestation,clearance,disease_treat_procedure
4567623,812,pulmonary manifestation,clearance,disease_treat_procedure
4567846,1035,wich,adenocarcinoma,gene_disease
4567849,1038,wich,pulmonary adenocarcinoma,gene_disease
4568280,1469,infection,sars cov,disease_disease
4568477,1666,treatment,finding,treat_procedure_symptom
4568481,1670,treatment,finding,treat_procedure_symptom
4568504,1693,treatment,finding,treat_procedure_symptom
4568515,1704,treatment,finding,treat_procedure_symptom
4569337,2526,induction,induction,treat_procedure_treat_procedure
4569368,2557,gene,ifn β,gene_gene
4569785,179,membrane,rabbit igg,gene_gene
4570485,879,patch,r100,gene_gene
4570629,1023,amino acid,protein,drug_gene
4570677,1071,quarantine,person,drug_species
4573282,1831,administration,disease,treat_procedure_disease
4573454,2003,antibody,therapy,gene_treat_procedure
4573531,2080,mabs,disease,gene_disease
4573556,2105,antibody,therapy,gene_treat_procedure
4573572,2121,antibody,conventional therapy,gene_treat_procedure
4573626,2175,antibody,conventional therapy,gene_treat_procedure
4573797,2346,mabs,systemic administration,gene_treat_procedure
4573799,2348,mabs,administration,gene_treat_procedure
4574277,2826,delivery,step,treat_procedure_gene
4574357,2906,mabs,infectious disease,gene_disease
4574360,2909,mabs,disease,gene_disease
4574549,3098,antibody,disease,gene_disease
4574554,3103,disease,wnv,disease_disease
4574562,3111,disease,patient,disease_species
4574628,3177,h7,hus,gene_disease
4574682,3231,mabs,infection,gene_disease
4574692,3241,mabs,bacterial infection,gene_disease
4574771,3320,h7,hus,gene_disease
4574896,3445,disease,disease,disease_disease
4574897,3446,staphylococcal disease,bacterial disease,disease_disease
4574898,3447,staphylococcal disease,disease,disease_disease
4574899,3448,disease,bacterial disease,disease_disease
4574976,37,disease,disease,disease_disease
4575075,136,rit,cancer,drug_disease
4575242,303,mab,injection,gene_treat_procedure
4575355,416,sars cov,human,disease_species
4575370,431,sars cov,enveloped virus,disease_disease
4575387,448,sars cov,virus,disease_disease
4575489,550,induction,lymphopenia,treat_procedure_disease
4575490,551,induction,lymphopenia,treat_procedure_disease
4575585,646,mouse,sars cov,gene_disease
4575609,670,virus,gene,disease_gene
4575681,742,virus,e protein,disease_gene
4575852,913,gene,virus,gene_disease
4575854,915,gene,virus,gene_disease
4575963,1024,viral antigen,detected,gene_treat_procedure
4575972,1033,antigen,detected,gene_treat_procedure
4576391,1452,presence,tissue,treat_procedure_disease
4577201,31,lymphopenia,finding,disease_symptom
4577203,33,lymphopenia,patient,disease_species
4577204,34,lymphopenia,patient,disease_species
4577318,148,virus,patient,disease_species
4577529,359,infection,nvh1n,disease_gene
4578011,841,inflammation,edema,disease_disease
4578030,860,pneumonitis,alveolar damage,disease_disease
4578041,871,pneumonitis,damage,disease_gene
4578056,886,pneumonitis,diffuse alveolar damage,disease_disease
4578081,911,diarrhea,coryza,disease_disease
4578128,958,pneumonia,virus,disease_disease
4578163,993,infection,pneumonia,disease_disease
4578169,999,infection,bacterial pneumonia,disease_disease
4578256,1086,oseltamivir,primary viral pneumonia,drug_disease
4578284,1114,oseltamivir,primary viral pneumonia,drug_disease
4578352,1182,viral,oseltamivir,disease_drug
4578353,1183,viral,oseltamivir,disease_drug
4578509,1339,primary influenza pneumonia,patient,disease_species
4578518,1348,influenza pneumonia,patient,disease_species
4579029,1859,hi antibody,detected,gene_treat_procedure
4579031,1861,hi antibody,m1,gene_gene
4579487,2317,infection,infection,disease_disease
4579488,2318,infection,infection,disease_disease
4579750,14,viremia,plasma,disease_gene
4579768,32,rna,detected,disease_treat_procedure
4579838,102,rna,cat,disease_species
4579854,118,rna,cat,disease_species
4580056,320,expression,gene,treat_procedure_gene
4580072,336,brd,viral infection,disease_disease
4580073,337,brd,infection,disease_disease
4580166,430,bcv,brd,disease_disease
4580373,637,bcv,detected,disease_treat_procedure
4580877,1141,bcv,vaccine,disease_disease
4581043,1307,rna,extracted,disease_treat_procedure
4581047,1311,phenol,extracted,drug_treat_procedure
4581289,1553,acid,extracted,drug_treat_procedure
4581292,1556,nucleic acid,extracted,gene_treat_procedure
4582158,2422,spike gene,spike gene,gene_gene
4582169,2433,spike gene,surface glycoprotein,gene_gene
4582176,2440,spike gene,antigen,gene_gene
4582238,2502,bcv,clinical syndrome,disease_disease
4582246,2510,bcv,clinical syndrome,disease_disease
4582250,2514,bcv,syndrome,disease_disease
4582251,2515,bcv,syndrome,disease_disease
4582265,2529,pneumonia,healthcare associated infection,disease_disease
4582271,2535,pneumonia,infection,disease_disease
4582316,2580,pneumonia,infection,disease_disease
4582319,2583,pneumonia,infection,disease_disease
4582406,22,influenza vaccination,patient,treat_procedure_species
4582432,48,virus,detected,disease_treat_procedure
4582433,49,respiratory virus,detected,disease_treat_procedure
4584625,89,incision,base,treat_procedure_gene
4585775,1239,rvfv,viral disease,disease_disease
4585791,1255,rvfv,disease,disease_disease
4585830,1294,rvfv,zoonotic disease,disease_disease
4585858,1322,bunyavirus,virus,disease_disease
4586196,1660,rvf vlps,rvf vlps,gene_gene
4586211,1675,u,rvf vlps,disease_gene
4586471,1935,rvf vlps,inclusion,gene_gene
4587225,707,rvf vlps,expression,gene_treat_procedure
4587230,712,rvf vlps,expression,gene_treat_procedure
4587231,713,rvf vlps,expression,gene_treat_procedure
4587236,718,rvf vlps,expression,gene_treat_procedure
4587245,727,rvf vlps,expression,gene_treat_procedure
4587287,769,antibody,detected,gene_treat_procedure
4587538,1020,rvf vlps,n,gene_disease
4587582,1064,rvf vlps,splenocytes,gene_gene
4587598,1080,rvf vlps,splenocytes,gene_gene
4587667,1149,u,mp12,disease_gene
4588134,1616,rna,extracted,disease_treat_procedure
4588224,1706,magna,in,gene_gene
4589918,1466,paho,acute illness,drug_disease
4589958,1506,paho,acute respiratory illness,drug_disease
4590007,1555,paho,respiratory illness,drug_disease
4590037,1585,paho,illness,drug_symptom
4590251,1799,infection,influenza virus,disease_disease
4590352,1900,infection,tract infection,disease_disease
4590357,1905,infection,respiratory tract infection,disease_disease
4590484,2032,sars cov infection,expression,disease_treat_procedure
4590487,2035,infection,expression,disease_treat_procedure
4590489,2037,infection,expression,disease_treat_procedure
4590601,5,consolidation,macaque,disease_species
4590608,12,pulmonary consolidation,macaque,disease_species
4591115,519,gene,gene,gene_gene
4592055,1459,lung injury,sars cov infection,disease_disease
4592059,1463,acute lung injury,sars cov infection,disease_disease
4592356,1760,interferon,arthritis,gene_disease
4592797,2201,avian influenza,type i ifns,disease_gene
4593338,2742,16,oseltamivir,gene_drug
4593398,2802,cr6261,treatment,drug_treat_procedure
4593418,2822,cr6261,treatment,drug_treat_procedure
4593482,2886,cr6261,treatment,drug_treat_procedure
4593549,2953,depression,anorexia,disease_disease
4593567,2971,depression,lethargy,disease_disease
4593588,2992,depression,lethargy,disease_disease
4593603,3007,depression,anorexia,disease_disease
4593759,3163,cr6261,class,drug_gene
4593763,3167,h2,influenza virus,drug_disease
4593774,3178,influenza illness,ferret,disease_species
4593778,3182,cr6261,antibody,drug_gene
4593789,3193,cr6261,antibody,drug_gene
4593807,3211,gastrointestinal symptom,respiratory symptom,disease_disease
4593811,3215,gastrointestinal symptom,respiratory symptom,disease_disease
4593821,3225,gastrointestinal symptom,respiratory symptom,disease_disease
4593827,3231,gastrointestinal symptom,respiratory symptom,disease_disease
4593858,3262,gastrointestinal symptom,respiratory symptom,disease_disease
4593860,3264,gastrointestinal symptom,respiratory symptom,disease_disease
4593864,3268,virus infection,influenza a,disease_disease
4593865,3269,virus infection,influenza a,disease_disease
4593866,3270,bronchiolitis,squamous metaplasia,disease_disease
4593873,3277,virus infection,damage,disease_gene
4593875,3279,damage,squamous metaplasia,gene_disease
4593876,3280,virus infection,bronchiolitis,disease_disease
4593898,3302,virus,cr6261,disease_drug
4593905,3309,antibody,virus,gene_disease
4595167,1232,gene,gene transfer,gene_treat_procedure
4595266,1331,gene,gene transfer,gene_treat_procedure
4596585,2650,nl63,respiratory tract disease,gene_disease
4596596,2661,genome,gene organization,gene_gene
4596629,2694,e,detected,disease_treat_procedure
4596813,2878,sars cov,cov nl63,disease_gene
4596818,2883,sars cov,cov nl63,disease_gene
4596826,2891,sars cov,cov nl63,disease_gene
4597109,212,orf 3 protein,protein,gene_gene
4597261,364,rna,extracted,disease_treat_procedure
4597427,530,detection,fluorescein isothiocyanate,treat_procedure_drug
4597428,531,detection,fitc,treat_procedure_drug
4597566,669,disease,cancer,disease_disease
4597585,688,infectious disease,cancer,disease_disease
4598216,1319,virus,1918 ha gene,disease_gene
4598453,1556,poliovirus,retrovirus,disease_disease
4598459,1562,influenza virus,retrovirus,disease_disease
4598467,1570,poliovirus,retrovirus,disease_disease
4598470,1573,influenza virus,retrovirus,disease_disease
4598674,137,poliovirus,rna virus,disease_disease
4598843,306,gene,cpb,gene_disease
4598902,365,virus,cell,disease_gene
4598956,419,virus,genome,disease_gene
4598957,420,influenza virus,rna virus,disease_disease
4598967,430,influenza virus,virus,disease_disease
4598979,442,influenza virus,enveloped virus,disease_disease
4599068,531,cre,hrv14,gene_gene
4599255,718,colibacillosis,disease,disease_disease
4600673,2136,apec,yolk sac infection,disease_disease
4600696,2159,swollen head syndrome,oedema,disease_disease
4600886,2349,granuloma,liver,disease_disease
4600970,3,hsp70,hsp90,gene_gene
4600972,5,hsp70,hsp90,gene_gene
4600973,6,denv,hsp70,disease_gene
4600977,10,nipah virus,l polymerase,disease_gene
4600978,11,nipah virus,hsp90,disease_gene
4600982,15,hsp70,hsp90,gene_gene
4602033,1066,virus,membrane,disease_gene
4602042,1075,fusion,release,gene_treat_procedure
4602053,1086,acidification,change,treat_procedure_treat_procedure
4602359,1392,treatment,hpi,treat_procedure_disease
4602459,1492,membrane,detected,gene_treat_procedure
4602461,1494,membrane,e,gene_disease
4602472,1505,membrane,ns1,gene_gene
4602475,1508,antibody,detected,gene_treat_procedure
4602744,1777,treatment,bafilomycin a1,treat_procedure_drug
4602877,1910,treatment,bafilomycin a1,treat_procedure_drug
4603296,2329,a1,atpase,gene_gene
4603297,2330,a1,atpase,gene_gene
4603314,2347,bafilomycin a1,release,drug_treat_procedure
4603344,2377,bafilomycin a1,release,drug_treat_procedure
4603411,58,bafilomycin a1,autophagy,drug_gene
4603619,266,d,cattle,drug_species
4603713,360,virus,influenza,disease_disease
4603716,363,virus,impact,disease_gene
4603841,488,laiv,virus,drug_disease
4603939,586,infection,influenza,disease_disease
4604436,1083,induction,mouse,treat_procedure_species
4604455,1102,induction,vaccinia virus,treat_procedure_disease
4604534,1181,release,host cell,treat_procedure_gene
4604561,1208,virus,influenza virus,disease_disease
4604578,1225,virus,influenza virus,disease_disease
4604603,1250,nitazoxanide,drug,drug_drug
4604726,1373,arbidol,infection,drug_disease
4604732,1379,arbidol,viral infection,drug_disease
4604752,1399,arbidol,viral infection,drug_disease
4604768,1415,arbidol,infection,drug_disease
4604848,1495,virus,group 1,disease_gene
4605020,1667,antibody,attachment,gene_treat_procedure
4605364,2011,virus,host,disease_gene
4605561,138,step,prevention,gene_treat_procedure
4605797,374,vtec,inoculation,gene_treat_procedure
4606374,951,3,coronaviruses,drug_disease
4606379,956,3,coronaviruses,drug_disease
4606805,1382,virus,human,disease_species
4606826,1403,virus,human,disease_species
4606827,1404,virus,human,disease_species
4606843,1420,virus,pandemic,disease_disease
4606878,1455,virus,h1n1,disease_disease
4606922,1499,2009,h1n1,disease_disease
4607000,1577,virus,pandemic,disease_disease
4607001,1578,virus,h1n1,disease_disease
4607157,1734,virus,h1n1,disease_disease
4607158,1735,virus,pandemic,disease_disease
4608419,1182,fip,cat,disease_disease
4608478,1241,fip,membrane,disease_gene
4608511,1274,fip,fca,disease_gene
4608538,1301,cheetah,fip,disease_disease
4608611,1374,infection,cat,disease_species
4608808,1571,fcov infection,coronavirus infection,disease_disease
4608825,1588,fcov infection,human,disease_species
4608892,1655,np,rna,disease_disease
4608900,1663,np,rna,disease_disease
4609432,59,splenocytes,staphylococcal enterotoxin b,gene_gene
4609465,92,stimulation,np189,treat_procedure_drug
4610153,780,epidemic,wave,disease_gene
4610237,864,hpai virus,presence,disease_treat_procedure
4611469,41,procedure,patient,treat_procedure_species
4611792,364,virus,detected,disease_treat_procedure
4612930,1502,treatment,trifluoroacetic acid,treat_procedure_drug
4613261,63,viral replicase subunit,pp1a,gene_gene
4613264,66,replicase subunit,pp1a,gene_gene
4613469,271,nsp1,protein,gene_gene
4613796,598,impact,nsp1,gene_gene
4614544,1346,a4,u,gene_disease
4615016,1818,reduction,a1 mutant,treat_procedure_gene
4615018,1820,reduction,a1 mutant,treat_procedure_gene
4615085,1887,step,envelope protein,gene_gene
4616206,3008,nsp1,step,gene_gene
4616765,79,virus,human,disease_species
4616987,301,sialic acid,monosaccharide,drug_drug
4616993,307,sialic acid,monosaccharide,drug_drug
4617003,317,sialyltransferases,b,gene_disease
4617005,319,sialyltransferases,b,gene_disease
4617807,1121,jmjd2c,pattern,gene_gene
4617842,1156,infection,influenza virus,disease_disease
4617843,1157,infection,infectious disease,disease_disease
4618033,1347,gene,gene,gene_gene
4618151,1465,influenza virus,human,disease_species
4618152,1466,influenza virus,human,disease_species
4618175,1489,h1n1 virus,patient,disease_species
4618181,1495,h1n1 virus,2009,disease_disease
4618182,1496,h1n1 virus,patient,disease_species
4618190,1504,h1n1 virus,2009,disease_disease
4618345,1659,peramivir,base,drug_gene
4618378,1692,trypsin,edta,gene_drug
4618382,1696,serum,trypsin,gene_gene
4618383,1697,trypsin,edta,gene_drug
4618384,1698,porcine trypsin,edta,gene_drug
4618385,1699,porcine trypsin,edta,gene_drug
4618387,1701,porcine trypsin,edta,gene_drug
4618389,1703,porcine trypsin,edta,gene_drug
4618390,1704,porcine trypsin,edta,gene_drug
4618391,1705,trypsin,edta,gene_drug
4618393,1707,serum,porcine trypsin,gene_gene
4618395,1709,trypsin,edta,gene_drug
4618396,1710,trypsin,edta,gene_drug
4618803,20,iavs,infection,disease_disease
4618828,45,virus,siv,disease_disease
4618830,47,virus,simian immunodeficiency virus,disease_disease
4618839,56,virus,siv,disease_disease
4618841,58,virus,simian immunodeficiency virus,disease_disease
4618861,78,virus,chimpanzee,disease_species
4618928,145,trim5α,capsid protein,gene_gene
4619098,315,virus,human,disease_species
4619318,535,cpv,receptor,disease_gene
4619320,537,cpv,transferrin receptor,disease_gene
4619423,640,virus,host,disease_gene
4619435,652,recruitment,host,disease_gene
4619440,657,recruitment,host,disease_gene
4619698,915,inflammation,lung disease,disease_disease
4619702,919,inflammation,lung disease,disease_disease
4619703,920,inflammation,progressive lung disease,disease_disease
4619704,921,inflammation,viral infection,disease_disease
4619710,927,inflammation,viral infection,disease_disease
4619714,931,inflammation,infection,disease_disease
4619718,935,inflammation,infection,disease_disease
4619720,937,inflammation,progressive lung disease,disease_disease
4619803,1020,viral infection,infant,disease_species
4619816,1033,viral infection,airway,disease_gene
4619820,1037,infection,airway,disease_gene
4619885,1102,respiratory viral infection,infant,disease_species
4619892,1109,infection,infant,disease_species
4619896,1113,respiratory viral infection,cf,disease_disease
4620006,1223,co-infection,detected,disease_treat_procedure
4620038,1255,co-infection,adenovirus,disease_disease
4620444,1661,respiratory involvement,wheezing,disease_disease
4620518,1735,virus,clearance,disease_treat_procedure
4620560,1777,cf,respiratory viral infection,disease_disease
4621651,475,all,oseltamivir,gene_drug
4621655,479,all,oseltamivir,gene_drug
4621921,745,infection,pandemic,disease_disease
4621975,799,h1n1 influenza,swine,disease_species
4622222,1046,fixation,host,treat_procedure_gene
4624304,681,generalized infection,feline coronavirus,disease_disease
4624307,684,fip disease,generalized infection,disease_disease
4624309,686,fip disease,infection,disease_disease
4624326,703,infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624327,704,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624328,705,peritonitis virus,feline enteric coronavirus,disease_disease
4624330,707,peritonitis virus,coronavirus,disease_disease
4624331,708,peritonitis virus,fcov,disease_disease
4624334,711,peritonitis virus,enteric coronavirus,disease_disease
4624338,715,infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624339,716,peritonitis virus,coronavirus,disease_disease
4624340,717,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624341,718,infectious peritonitis virus,feline coronavirus,disease_disease
4624342,719,infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624343,720,peritonitis virus,feline coronavirus,disease_disease
4624344,721,feline infectious peritonitis virus,coronavirus,disease_disease
4624345,722,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624346,723,feline infectious peritonitis virus,coronavirus,disease_disease
4624348,725,peritonitis virus,feline coronavirus,disease_disease
4624349,726,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624350,727,infectious peritonitis virus,feline coronavirus,disease_disease
4624351,728,feline infectious peritonitis virus,fcov,disease_disease
4624352,729,infectious peritonitis virus,coronavirus,disease_disease
4624353,730,peritonitis virus,enteric coronavirus,disease_disease
4624354,731,infectious peritonitis virus,coronavirus,disease_disease
4624355,732,feline infectious peritonitis virus,coronavirus,disease_disease
4624356,733,infectious peritonitis virus,fcov,disease_disease
4624357,734,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624358,735,infectious peritonitis virus,feline coronavirus,disease_disease
4624359,736,peritonitis virus,feline enteric coronavirus,disease_disease
4624360,737,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624361,738,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624362,739,peritonitis virus,coronavirus,disease_disease
4624365,742,infectious peritonitis virus,enteric coronavirus,disease_disease
4624367,744,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624368,745,infectious peritonitis virus,enteric coronavirus,disease_disease
4624369,746,peritonitis virus,feline coronavirus,disease_disease
4624370,747,peritonitis virus,feline enteric coronavirus,disease_disease
4624371,748,infectious peritonitis virus,coronavirus,disease_disease
4624374,751,peritonitis virus,enteric coronavirus,disease_disease
4624375,752,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624376,753,infectious peritonitis virus,enteric coronavirus,disease_disease
4624602,979,fcov,cat,disease_species
4624683,1060,finding,fip,symptom_disease
4624918,1295,membrane,transmembrane glycoprotein,gene_gene
4624921,1298,viral membrane,transmembrane glycoprotein,gene_gene
4624924,1301,transmembrane glycoprotein,e protein,gene_gene
4624926,1303,transmembrane glycoprotein,e protein,gene_gene
4624974,1351,orf,replicase protein,gene_gene
4624982,1359,coronavirus,ceacam1a,disease_gene
4624991,1368,coronaviruses,aminopeptidase n,disease_gene
4625023,1400,human coronavirus nl63,ace2,gene_gene
4625032,1409,human coronavirus nl63,ace2,gene_gene
4625044,1421,human coronavirus nl63,ace2,gene_gene
4625049,1426,human coronavirus nl63,ace2,gene_gene
4625068,1445,infection,hcov nl63,disease_gene
4625069,1446,disease,ace2,disease_gene
4625148,1525,gene,set,gene_gene
4625478,1855,nl63,nl63,gene_gene
4625557,1934,virus,infection,disease_disease
4625571,1948,s protein,rbd,gene_disease
4625727,2104,splenocytes,jhmv,gene_disease
4625862,17,host,infection,gene_disease
4625880,35,rna,dmv,disease_disease
4625901,56,rna,dmv,disease_disease
4625931,86,n protein,coronavirus,gene_disease
4625933,88,n protein,coronavirus,gene_disease
4626083,238,infection,sars cov,disease_disease
4626099,254,infection,disease,disease_disease
4626108,263,virus,infection,disease_disease
4626114,269,infection,disease,disease_disease
4626115,270,pulmonary infection,disease,disease_disease
4626135,290,pulmonary infection,disease,disease_disease
4626142,297,ifnα,ifnβ,gene_gene
4626144,299,ifnα,ifnγ,gene_gene
4626149,304,ifnα,ifnγ,gene_gene
4626151,306,virus,pulmonary infection,disease_disease
4626176,331,y,u,disease_drug
4626200,355,y,u,disease_drug
4626252,407,u,presence,disease_treat_procedure
4626998,1153,peptide,fifo ab 2,drug_gene
4627000,1155,peptide,fifo ab 1,drug_gene
4627006,1161,peptide,fifo ab 2,drug_gene
4627491,5,viral polymerase,flavivirus,gene_disease
4627502,16,ns5,flavivirus,gene_disease
4627671,185,syndrome,coronavirus,disease_disease
4627679,193,respiratory syndrome,coronavirus,disease_disease
4627682,196,acute respiratory syndrome,coronavirus,disease_disease
4627854,368,virus,specie,disease_species
4627857,371,sars cov,3a,disease_gene
4627980,494,infection,e,disease_disease
4628074,588,inoculation,disease,treat_procedure_disease
4628082,596,inoculation,respiratory disease,treat_procedure_disease
4628090,604,infection,pfu,disease_drug
4628594,1108,s protein mutation,detected,gene_treat_procedure
4628893,1407,sars cov,nsp1,disease_gene
4629937,607,n,overlap,drug_treat_procedure
4630216,886,ap4a hydrolase,7a,gene_gene
4630219,889,ap4a hydrolase,7a,gene_gene
4630302,972,7a protein,detected,gene_treat_procedure
4630317,987,7a,ap4a hydrolase,gene_gene
4630320,990,7a,ap4a hydrolase,gene_gene
4630334,1004,7a,egfp,gene_gene
4630438,1108,7a,ap4a hydrolase,gene_gene
4630960,1630,gene,gene,gene_gene
4631125,1795,mlogd,detection,gene_treat_procedure
4631198,1868,orf,astroviruses,gene_disease
4631280,13,all,virus,gene_disease
4631422,155,orf,lnv,gene_disease
4631426,159,orf,lnv,gene_disease
4631662,395,presence,p,treat_procedure_disease
4631768,501,orfx,ns6 cd,gene_gene
4631787,520,orfx,s,gene_disease
4631788,521,orfx,s,gene_disease
4631789,522,orfx,orf3,gene_gene
4631792,525,orfx,orf3,gene_gene
4631892,625,infection,infection,disease_disease
4631898,631,infection,infection,disease_disease
4631918,651,coronaviruses,disease,disease_disease
4631919,652,coronaviruses,disease,disease_disease
4631938,671,hepatitis,multiple sclerosis,disease_disease
4632060,793,mda5,mavs,gene_gene
4632067,800,mda5,mavs,gene_gene
4632113,846,expression,cns,treat_procedure_disease
4632201,934,mhv,ndv,disease_disease
4632247,980,mhv,expression,disease_treat_procedure
4632249,982,mhv,ifn,disease_gene
4632574,1307,treatment,calf intestinal phosphatase,treat_procedure_gene
4632805,1538,expression,detected,treat_procedure_treat_procedure
4632901,1634,mhv,ifn,disease_gene
4632977,1710,293t,ace 2,drug_gene
4633002,1735,nsp3,protein,gene_gene
4633007,1740,nsp3,multifunctional,gene_gene
4633011,1744,nsp3,large,gene_gene
4633041,1774,plp,irf3,drug_gene
4633075,1808,mutant,ifn β,gene_gene
4633095,1828,mutant,ifn β,gene_gene
4633870,774,consumption,polyphenols,disease_drug
4633975,879,consumption,reduction,disease_treat_procedure
4634000,904,resveratrol,insulin sensitivity,drug_disease
4634006,910,o2,oh,drug_drug
4634009,913,o2,oh,drug_drug
4634035,939,o2,oh,drug_drug
4634049,953,nephropathy,glycemia,disease_disease
4634166,1070,resveratrol,sirtuin class,drug_gene
4634289,1193,resveratrol,sirtuin class,drug_gene
4634314,1218,alzheimer,disease,disease_disease
4634331,1235,alzheimer,disease,disease_disease
4634332,1236,alzheimer,disease,disease_disease
4634351,1255,o2,oh,drug_drug
4634462,1366,hama,anaphylaxis,drug_disease
4634464,1368,antibody,antibody,gene_gene
4634467,1371,antibody,antibody,gene_gene
4634469,1373,clearance,antibody,treat_procedure_gene
4634471,1375,clearance,infusion,treat_procedure_treat_procedure
4634492,1396,hama,anaphylaxis,drug_disease
4634503,1407,antibody,hama,gene_drug
4634507,1411,antibody,hama,gene_drug
4634508,1412,antibody,hama,gene_drug
4634512,1416,antibody,hama,gene_drug
4634717,1621,fusion,antibody,gene_gene
4634815,1719,delivery,membrane,treat_procedure_gene
4634925,1829,mabs,antibody,gene_gene
4634984,1888,virus,human,disease_species
4635834,785,influenza virus,scii,disease_disease
4636508,1459,h1n1 swine flu,gene,disease_gene
4637937,131,measles,child,disease_species
4637953,147,measles,child,disease_species
4638383,577,mev,disease,disease_disease
4638413,607,crf,pituitary,gene_disease
4638443,637,acth,cortex,gene_disease
4639426,1620,viral,secondary infection,disease_disease
4639430,1624,viral,bacterial infection,disease_disease
4639435,1629,viral,infection,disease_disease
4639453,1647,disease,disease,disease_disease
4639558,1752,disease,disease,disease_disease
4639742,1936,aim,detection,gene_treat_procedure
4639745,1939,aim,respiratory illness,gene_disease
4639747,1941,detection,infant,treat_procedure_species
4639754,1948,aim,illness,gene_symptom
4639975,135,rsv,bocavirus,disease_disease
4639976,136,rsv,human bocavirus,disease_disease
4640246,406,n,human,disease_species
4640779,939,seasonal influenza,panic,disease_disease
4640906,1066,influenza,panic,disease_disease
4641308,1468,ndma,task,drug_gene
4641310,1470,ndma,task,drug_gene
4641729,383,ad,car,disease_drug
4641757,411,particle,pore complex,gene_gene
4641758,412,particle,nuclear pore complex,gene_gene
4641760,414,particle,transport,gene_gene
4641770,424,particle,npc,gene_disease
4641773,427,particle,cytosol,gene_gene
4641780,434,capsid protein,cell surface,gene_gene
