,Unnamed: 0.1,subject,object,new_relation
4539834,1343,she,dyspnoea,gene_symptom
4539835,1344,she,dyspnoea,gene_symptom
4540298,35,aim,detection,gene_treat_procedure
4541010,747,pneumonia,mechanical ventilation,disease_treat_procedure
4541297,1034,he,arrest,disease_disease
4541316,1053,he,arrest,disease_disease
4541558,121,adjunctive therapy,neurogenic pulmonary edema,treat_procedure_disease
4545897,1436,cholecystitis,cholecystitis,disease_disease
4545939,1478,acute cholecystitis,cholecystitis,disease_disease
4546467,515,treatment,mechanical ventilation,treat_procedure_treat_procedure
4547176,1224,treatment,treatment,treat_procedure_treat_procedure
4547934,250,illness,men,symptom_gene
4547943,259,illness,men,symptom_gene
4547984,300,resuscitation,impact,treat_procedure_gene
4548042,358,resuscitation,impact,treat_procedure_gene
4549154,1470,fluid resuscitation,drug,treat_procedure_drug
4551626,93,weakness,transection,symptom_treat_procedure
4552018,485,treatment,renal replacement therapy,treat_procedure_treat_procedure
4552188,655,acute respiratory failure,pneumonia,disease_disease
4552189,656,acute respiratory failure,bacterial pneumonia,disease_disease
4553482,1949,drug infusion,fast,treat_procedure_gene
4553974,396,endarterectomy,hypertension,treat_procedure_disease
4555818,516,aim,dysfunction,gene_disease
4555867,565,chemotherapy,impact,treat_procedure_gene
4555916,614,impact,epidural anaesthesia,gene_treat_procedure
4555937,635,chemotherapy,general anaesthesia,treat_procedure_treat_procedure
4555952,650,chemotherapy,anaesthesia,treat_procedure_symptom
4555988,686,impact,anaesthesia,gene_symptom
4556869,1567,she,shortness of breath,gene_symptom
4557012,1710,she,stuporous,gene_symptom
4557634,245,cardiac surgery,cardiopulmonary bypass,treat_procedure_treat_procedure
4557635,246,cardiac surgery,release,treat_procedure_treat_procedure
4557656,267,surgery,release,treat_procedure_treat_procedure
4557856,467,extubation,surgery,treat_procedure_treat_procedure
4557864,475,extubation,surgery,treat_procedure_treat_procedure
4558416,1027,detection,systemic inflammatory response syndrome,treat_procedure_disease
4559040,1651,change,therapy,treat_procedure_treat_procedure
4559290,212,aim,combination therapy,gene_treat_procedure
4560869,226,base,presence,gene_treat_procedure
4560872,229,base,presence,gene_treat_procedure
4561505,862,nucleocapsid,particle,gene_gene
4563052,478,quarantine,stop,treat_procedure_gene
4568477,1666,treatment,finding,treat_procedure_symptom
4568481,1670,treatment,finding,treat_procedure_symptom
4568504,1693,treatment,finding,treat_procedure_symptom
4568515,1704,treatment,finding,treat_procedure_symptom
4569337,2526,induction,induction,treat_procedure_treat_procedure
4574277,2826,delivery,step,treat_procedure_gene
4574549,3098,antibody,disease,gene_disease
4574896,3445,disease,disease,disease_disease
4574899,3448,disease,bacterial disease,disease_disease
4575489,550,induction,lymphopenia,treat_procedure_disease
4575490,551,induction,lymphopenia,treat_procedure_disease
4575852,913,gene,virus,gene_disease
4575854,915,gene,virus,gene_disease
4578041,871,pneumonitis,damage,disease_gene
4578056,886,pneumonitis,diffuse alveolar damage,disease_disease
4578081,911,diarrhea,coryza,symptom_disease
4578163,993,infection,pneumonia,disease_disease
4578169,999,infection,bacterial pneumonia,disease_disease
4579487,2317,infection,infection,disease_disease
4579488,2318,infection,infection,disease_disease
4581292,1556,nucleic acid,extracted,gene_treat_procedure
4582265,2529,pneumonia,healthcare associated infection,disease_disease
4582271,2535,pneumonia,infection,disease_disease
4582432,48,virus,detected,disease_treat_procedure
4582433,49,respiratory virus,detected,disease_treat_procedure
4584625,89,incision,base,treat_procedure_gene
4590251,1799,infection,influenza virus,disease_disease
4590487,2035,infection,expression,disease_treat_procedure
4590489,2037,infection,expression,disease_treat_procedure
4593873,3277,virus infection,damage,disease_gene
4593876,3280,virus infection,bronchiolitis,disease_disease
4596596,2661,genome,gene organization,gene_gene
4598453,1556,poliovirus,retrovirus,disease_disease
4598459,1562,influenza virus,retrovirus,disease_disease
4598467,1570,poliovirus,retrovirus,disease_disease
4598470,1573,influenza virus,retrovirus,disease_disease
4598902,365,virus,cell,disease_gene
4598956,419,virus,genome,disease_gene
4598967,430,influenza virus,virus,disease_disease
4598979,442,influenza virus,enveloped virus,disease_disease
4599255,718,colibacillosis,disease,disease_disease
4602033,1066,virus,membrane,disease_gene
4602042,1075,fusion,release,treat_procedure_treat_procedure
4602053,1086,acidification,change,treat_procedure_treat_procedure
4602359,1392,treatment,hpi,treat_procedure_disease
4602459,1492,membrane,detected,gene_treat_procedure
4602475,1508,antibody,detected,gene_treat_procedure
4603939,586,infection,influenza,disease_disease
4604455,1102,induction,vaccinia virus,treat_procedure_disease
4604534,1181,release,host cell,treat_procedure_gene
4605561,138,step,prevention,gene_treat_procedure
4611792,364,virus,detected,disease_treat_procedure
4613469,271,nsp1,protein,gene_gene
4613796,598,impact,nsp1,gene_gene
4616206,3008,nsp1,step,gene_gene
4617842,1156,infection,influenza virus,disease_disease
4618393,1707,serum,porcine trypsin,gene_gene
4620006,1223,co-infection,detected,disease_treat_procedure
4620038,1255,co-infection,adenovirus,disease_disease
4624304,681,generalized infection,feline coronavirus,disease_disease
4624327,704,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624340,717,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624344,721,feline infectious peritonitis virus,coronavirus,disease_disease
4624345,722,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624346,723,feline infectious peritonitis virus,coronavirus,disease_disease
4624349,726,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624355,732,feline infectious peritonitis virus,coronavirus,disease_disease
4624357,734,feline infectious peritonitis virus,feline coronavirus,disease_disease
4624360,737,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624361,738,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624367,744,feline infectious peritonitis virus,feline enteric coronavirus,disease_disease
4624375,752,feline infectious peritonitis virus,enteric coronavirus,disease_disease
4624918,1295,membrane,transmembrane glycoprotein,gene_gene
4624921,1298,viral membrane,transmembrane glycoprotein,gene_gene
4625557,1934,virus,infection,disease_disease
4626099,254,infection,disease,disease_disease
4626108,263,virus,infection,disease_disease
4626114,269,infection,disease,disease_disease
4626115,270,pulmonary infection,disease,disease_disease
4626135,290,pulmonary infection,disease,disease_disease
4626151,306,virus,pulmonary infection,disease_disease
4626252,407,u,presence,disease_treat_procedure
4627671,185,syndrome,coronavirus,disease_disease
4627854,368,virus,specie,disease_species
4628074,588,inoculation,disease,treat_procedure_disease
4628082,596,inoculation,respiratory disease,treat_procedure_disease
4629937,607,n,overlap,treat_procedure_treat_procedure
4630960,1630,gene,gene,gene_gene
4631918,651,coronaviruses,disease,disease_disease
4631919,652,coronaviruses,disease,disease_disease
4631938,671,hepatitis,multiple sclerosis,disease_disease
4632805,1538,expression,detected,treat_procedure_treat_procedure
4633975,879,consumption,reduction,disease_treat_procedure
4634471,1375,clearance,infusion,treat_procedure_treat_procedure
4634815,1719,delivery,membrane,treat_procedure_gene
4639453,1647,disease,disease,disease_disease
4639558,1752,disease,disease,disease_disease
4639742,1936,aim,detection,gene_treat_procedure
4639754,1948,aim,illness,gene_symptom
4641757,411,particle,pore complex,gene_gene
4641758,412,particle,nuclear pore complex,gene_gene
4641773,427,particle,cytosol,gene_gene
4643715,187,end,end,gene_gene
4643717,189,end,end,gene_gene
4643719,191,end,end,gene_gene
4644434,906,stimulation,rubella virus,treat_procedure_disease
4645081,1553,infection,type 1 diabetes,disease_disease
4645083,1555,viral infection,type 1 diabetes,disease_disease
4645540,2012,mask,vaccination,gene_treat_procedure
4645714,146,disease,illness,disease_symptom
4646659,1091,influenza,protein,disease_gene
4646677,1109,influenza,protein,disease_gene
4647033,1465,presence,enterocytes,treat_procedure_gene
4648700,1045,presence,change,treat_procedure_treat_procedure
4650083,85,infection,influenza,disease_disease
4650169,171,disease,virus,disease_disease
4650669,671,infection,influenza,disease_disease
4659325,2075,n,infectious,treat_procedure_disease
4660732,948,bat,bolus,gene_treat_procedure
4661799,2015,he,light,disease_gene
4662048,2264,n,colony,treat_procedure_gene
4666528,118,expression,presence,treat_procedure_treat_procedure
4666530,120,expression,presence,treat_procedure_treat_procedure
4666768,358,anemia,malaria,disease_disease
4666782,372,anemia,malaria,disease_disease
4666796,386,anemia,malaria,disease_disease
4666804,394,anemia,malaria,disease_disease
4666822,412,anemia,malaria,disease_disease
4670720,533,influenza,virus,disease_disease
4671352,236,infection,end,disease_gene
4674053,1358,human bocaviruses,illness,disease_symptom
4674340,1645,emesis,diarrhea,symptom_symptom
4674508,156,disease,end,disease_gene
4674930,578,virus,infection,disease_disease
4676120,1768,his,disease,gene_disease
4676797,2445,colitis,diarrhoea,disease_symptom
4676801,2449,haemorrhagic colitis,diarrhoea,disease_symptom
4678825,336,virus,parainfluenza virus,disease_disease
4678833,344,virus,parainfluenza virus,disease_disease
4678834,345,human virus,parainfluenza virus,disease_disease
4678836,347,virus,parainfluenza virus,disease_disease
4678841,352,all,bronchiolitis,gene_disease
4679081,592,illness,presence,symptom_treat_procedure
4679433,944,influenza,specie,disease_species
4683750,1802,diffuse alveolar damage,syndrome,disease_disease
4683755,1807,damage,clinical syndrome,gene_disease
4683763,1815,finding,damage,symptom_gene
4683774,1826,damage,syndrome,gene_disease
4683802,1854,finding,syndrome,symptom_disease
4683844,1896,finding,damage,symptom_gene
4683855,1907,damage,syndrome,gene_disease
4683860,1912,finding,clinical syndrome,symptom_disease
4683888,1940,finding,diffuse alveolar damage,symptom_disease
4684937,636,impact,detected,gene_treat_procedure
4685766,1465,liver,brain,disease_disease
4685767,1466,liver,brain,disease_disease
4685825,57,infection,consolidation,disease_disease
4685832,64,infection,pulmonary consolidation,disease_disease
4685846,78,infection,consolidation,disease_disease
4685858,90,infection,consolidation,disease_disease
4685865,97,infection,pulmonary consolidation,disease_disease
4685877,109,infection,pulmonary consolidation,disease_disease
4686142,374,illness,type,symptom_gene
4691496,1528,supervision,guidance,treat_procedure_treat_procedure
4692197,474,viral hemorrhagic fever,arenavirus,disease_disease
4692213,490,hemorrhagic fever,arenavirus,disease_disease
4692214,491,fever,arenavirus,symptom_disease
4692665,942,infection,specie,disease_species
4692677,954,infection,specie,disease_species
4692705,982,infection,specie,disease_species
4692716,993,infection,specie,disease_species
4694181,138,virus,influenza,disease_disease
4695387,1344,sex,men,gene_gene
4696252,482,common cold,illness,disease_symptom
4696836,1066,u,immunization,disease_treat_procedure
4697126,1356,vaccination,intervention,treat_procedure_treat_procedure
4697214,1444,asymptomatic infection,impact,disease_gene
4697223,1453,infection,impact,disease_gene
4697986,550,detected,detected,treat_procedure_treat_procedure
4698085,649,detection,infection,treat_procedure_disease
4699390,1954,wave,pneumonia,gene_disease
4699661,2225,pneumonia,influenza,disease_disease
4700942,1138,lung,lung,disease_disease
4701914,471,u,consumption,disease_disease
4701915,472,u,consumption,disease_disease
4702294,851,prophylaxis,influenza,treat_procedure_disease
4702355,912,prophylaxis,influenza,treat_procedure_disease
4702361,918,prophylaxis,influenza,treat_procedure_disease
4705217,1271,protein,protein,gene_gene
4707081,57,treatment,joint inflammation,treat_procedure_disease
4709463,169,infection,avian influenza virus,disease_disease
4709464,170,infection,avian influenza virus,disease_disease
4715712,988,illness,pneumonia,symptom_disease
4715877,1153,cough,cough,symptom_symptom
4715879,1155,difficulty breathing,cough,symptom_symptom
4715882,1158,fever,cough,symptom_symptom
4715883,1159,diarrhea,cough,symptom_symptom
4716176,1452,fever,dyspnea,symptom_symptom
4716201,1477,fever,cough,symptom_symptom
4716206,1482,fever,myalgia,symptom_symptom
4716248,30,lymphopenia,virus infection,disease_disease
4718541,690,detection,isolation,treat_procedure_treat_procedure
4718998,1147,microglia,brain,gene_disease
4719182,1331,n,liver,treat_procedure_disease
4719905,2054,treatment,expression,treat_procedure_treat_procedure
4719916,2065,infection,influenza virus,disease_disease
4719981,2130,presence,sepsis,treat_procedure_disease
4720327,2476,infection,influenza virus,disease_disease
4720490,2639,step,formula,gene_treat_procedure
4720500,2649,step,formula,gene_treat_procedure
4720513,2662,step,formula,gene_treat_procedure
4720587,2736,step,formula,gene_treat_procedure
4720919,3068,vagus nerve stimulation,release,treat_procedure_treat_procedure
4720960,3109,stimulation,treatment,treat_procedure_treat_procedure
4720977,3126,stimulation,treatment,treat_procedure_treat_procedure
4720980,3129,stimulation,treatment,treat_procedure_treat_procedure
4720990,3139,stimulation,treatment,treat_procedure_treat_procedure
4724800,3796,virus,cell associated,disease_gene
4725496,686,virus,cell,disease_gene
4725537,727,virus,virus,disease_disease
4730542,105,viremia,alveolar macrophage,disease_gene
4730558,121,viremia,macrophage,disease_gene
4730559,122,viremia,macrophage,disease_gene
4730560,123,viremia,alveolar macrophage,disease_gene
4731301,864,interstitial pneumonia,infiltration,disease_treat_procedure
4731302,865,pneumonia,infiltration,disease_treat_procedure
4732478,2041,damage,destruction,gene_treat_procedure
4732510,2073,damage,destruction,gene_treat_procedure
4733889,1075,nisin,induction,gene_treat_procedure
4734098,1284,band,detected,gene_treat_procedure
4736985,816,he,face,disease_disease
4737069,900,he,act,disease_gene
4740008,2308,serum,bronchoalveolar lavage,gene_treat_procedure
4743964,1057,infection,recruitment,disease_disease
4744696,1789,fusion,finding,treat_procedure_symptom
4745200,2293,myelin sheath,destruction,gene_treat_procedure
4745385,2478,viral infection,damage,disease_gene
4745396,2489,infection,damage,disease_gene
4745613,2706,host cell,infection,gene_disease
4746642,354,presence,brain,treat_procedure_disease
4749081,2793,treatment,elastase 1,treat_procedure_gene
4750086,988,dyspnea,presence,symptom_treat_procedure
4750120,1022,presence,lung,treat_procedure_disease
4751134,354,presence,fibroblast growth factor receptor 1,treat_procedure_gene
4751251,471,presence,serum,treat_procedure_gene
4752028,1248,presence,infection,treat_procedure_disease
4752261,1481,infection,presence,disease_treat_procedure
4753101,345,virus infection,influenza,disease_disease
4757700,23,virus,respiratory syncytial virus,disease_disease
4757706,29,virus,respiratory syncytial virus,disease_disease
4757707,30,virus,virus,disease_disease
4757709,32,virus,respiratory virus,disease_disease
4757710,33,virus,respiratory virus,disease_disease
4757712,35,virus,virus,disease_disease
4762127,458,protein,type,gene_gene
4763854,474,coronavirus,mouse hepatitis virus,disease_disease
4763884,504,murine coronavirus,mouse hepatitis virus,disease_disease
4764195,815,ceacam1 gene,specie,gene_species
4764198,818,ceacam1 gene,specie,gene_species
4764420,1040,replacement,virus,treat_procedure_disease
4765173,89,coronaviruses,nsp3,disease_gene
4765878,794,clearance,brain,treat_procedure_disease
4766869,1785,membrane,host cell,gene_gene
4766876,1792,reporter gene,lipid bilayer,gene_gene
4766877,1793,membrane,host cell,gene_gene
4766964,1880,detection,isolation,treat_procedure_treat_procedure
4766973,1889,detection,isolation,treat_procedure_treat_procedure
4767254,239,infection,respiratory syncytial virus,disease_disease
4768605,82,influenza,influenza,disease_disease
4769026,503,virus,adenovirus,disease_disease
4769027,504,virus,adenovirus,disease_disease
4769028,505,virus,adenovirus,disease_disease
4769029,506,virus,adenovirus,disease_disease
4769030,507,virus,influenza,disease_disease
4769791,1268,infection,spring,disease_gene
4769794,1271,infection,spring,disease_gene
4769818,1295,respiratory tract infection,coronaviruses,disease_disease
4769886,1363,virus,detected,disease_treat_procedure
4772006,1491,co-infection,porcine epidemic diarrhea virus,disease_disease
4775339,820,recruitment,matrix,disease_treat_procedure
4775864,1345,nucleic acid,extracted,gene_treat_procedure
4776229,1710,virus,cold,disease_disease
4777751,1317,detection,serum,treat_procedure_gene
4778652,805,pain,migraine,symptom_disease
4778705,858,sneezing,placebo,symptom_treat_procedure
4778716,869,cough,placebo,symptom_treat_procedure
4778719,872,nose,placebo,disease_treat_procedure
4778720,873,runny nose,placebo,symptom_treat_procedure
4778801,954,treatment,reduction,treat_procedure_treat_procedure
4778870,1023,nose,cough,disease_symptom
4778871,1024,nose,runny nose,disease_symptom
4778874,1027,nose,sneezing,disease_symptom
4778875,1028,nose,nose,disease_disease
4779433,1586,vasculitis,virus,disease_disease
4779436,1589,vasculitis,virus,disease_disease
4779447,1600,vasculitis,virus,disease_disease
4779448,1601,vasculitis,virus,disease_disease
4779682,1835,presence,pancreas,treat_procedure_disease
4779683,1836,pancreas,liver,disease_disease
4780144,225,filovirus infection,hemorrhagic fever,disease_disease
4780146,227,filovirus infection,fever,disease_symptom
4780239,320,transmembrane glycoprotein,envelope,gene_gene
4780954,1035,infection,infection,disease_disease
4781014,1095,virus,detected,disease_treat_procedure
4781034,1115,virus,disease,disease_disease
4781040,1121,virus,sexually transmitted disease,disease_disease
4781059,1140,virus,detected,disease_treat_procedure
4783256,1433,pig,injection,gene_treat_procedure
4786344,922,inoculation,virus,treat_procedure_disease
4786582,1160,infection,influenza,disease_disease
4789663,2268,vaccination,tumor immunity,treat_procedure_disease
4791606,723,virus,detected,disease_treat_procedure
4791613,730,virus,inoculation,disease_treat_procedure
4791619,736,virus,inoculation,disease_treat_procedure
4791627,744,virus,inoculation,disease_treat_procedure
4791654,771,cat,fever,gene_symptom
4793058,2175,swine fever virus,homolog,disease_gene
4793066,2183,swine fever virus,homolog,disease_gene
4794567,1114,u,exploration,disease_treat_procedure
4794700,1247,extracted,detection,treat_procedure_treat_procedure
4795981,751,irradiation,melphalan,treat_procedure_gene
4798346,2090,tetherin,release,gene_treat_procedure
4799602,1051,expression,expression,treat_procedure_treat_procedure
4800423,1872,protein,detected,gene_treat_procedure
4803609,781,n,allele,treat_procedure_gene
4803773,945,bronchiolitis,respiratory virus,disease_disease
4803788,960,bronchiolitis,respiratory syncytial virus,disease_disease
4803790,962,bronchiolitis,virus,disease_disease
4803823,995,virus,fever,disease_symptom
4804163,1335,treatment,application,treat_procedure_treat_procedure
4804234,1406,presence,presence,treat_procedure_treat_procedure
4804243,1415,presence,presence,treat_procedure_treat_procedure
4804516,1688,nucleocapsid,cytoplasm,gene_gene
4804694,1866,antibody,cell surface,gene_gene
4805274,482,subgroup,condition,disease_disease
4805632,840,impact,induction,gene_treat_procedure
4806572,1780,presence,fever,treat_procedure_symptom
4808330,77,infection,disease,disease_disease
4808839,586,virus,cell,disease_gene
4808857,604,virus,genome,disease_gene
4809970,1717,tdh,trh,gene_gene
4810187,1934,band,detected,gene_treat_procedure
4810491,2238,tdh,detected,gene_treat_procedure
4811985,1364,viral infection,attachment,disease_treat_procedure
4811989,1368,infection,attachment,disease_treat_procedure
4812508,1887,infection,small pox virus,disease_disease
4812522,5,he,call,disease_gene
4812527,10,he,call,disease_gene
4814040,151,coronavirus,envelope protein,disease_gene
4814121,232,virus,infectious,disease_disease
4814131,242,expression,infectious,treat_procedure_disease
4816003,741,organ failure,refractory shock,symptom_disease
4817554,253,genome,detected,gene_treat_procedure
4817969,668,virus,infection,disease_disease
4817970,669,virus,infection,disease_disease
4819415,19,virus,host cell,disease_gene
4819980,584,expression,presence,treat_procedure_treat_procedure
4820008,612,expression,presence,treat_procedure_treat_procedure
4822377,720,disease,infection,disease_disease
4822416,759,respiratory disease,infection,disease_disease
4823842,641,lactoferricin,peptide,gene_gene
4823916,715,protein,lactogenin,gene_gene
4823921,720,protein,lactogenin,gene_gene
4829949,2349,endosomes,end,gene_gene
4829959,2359,endosomes,presence,gene_treat_procedure
4837294,672,syndrome,infectious disease,disease_disease
4837297,675,syndrome,disease,disease_disease
4837299,677,syndrome,infectious,disease_disease
4838439,201,same,same,disease_disease
4840379,2141,virus,change,disease_treat_procedure
4843775,611,furin,reduction,gene_treat_procedure
4843875,711,peptide,furin,gene_gene
4843884,720,peptide,furin,gene_gene
4847286,311,virus,immunization,disease_treat_procedure
4847770,795,feline infectious peritonitis virus,coronavirus,disease_disease
4851271,266,infection,detection,disease_treat_procedure
4851496,491,infectious myositis,antisynthetase syndrome,disease_disease
4853605,479,induction,stimulation,treat_procedure_treat_procedure
4853924,798,protein,cleaved,gene_gene
4854103,977,change,helix,treat_procedure_disease
4854631,1505,expression,induction,treat_procedure_treat_procedure
4856703,406,amino acid,p65,gene_gene
4858717,577,pig,animal model,gene_species
4858921,781,membrane,antibody,gene_gene
4859741,51,expression,presence,treat_procedure_treat_procedure
4862591,771,infiltration,lung,treat_procedure_disease
4863073,1253,impact,infection,gene_disease
4865191,1494,creation,protein,treat_procedure_gene
4865199,1502,creation,protein,treat_procedure_gene
4865220,1523,gene,epidermal growth factor receptor,gene_gene
4865263,1566,gene,epidermal growth factor receptor,gene_gene
4866043,571,all,delivery,gene_treat_procedure
4866252,780,protein,palm,gene_gene
4866268,796,globular protein,palm,gene_gene
4866720,1248,infection,presence,disease_treat_procedure
4866733,1261,antibody,virus,gene_disease
4867032,218,reduction,replacement,treat_procedure_treat_procedure
4867033,219,reduction,replacement,treat_procedure_treat_procedure
4867725,911,virus,detection,disease_treat_procedure
4867739,925,virus,detection,disease_treat_procedure
4867850,1036,amino acid,red,gene_gene
4868677,1863,recruitment,infection,disease_disease
4868678,1864,recruitment,step,disease_gene
4868706,1892,recruitment,infection,disease_disease
4869074,109,expression,expression,treat_procedure_treat_procedure
4869424,459,positioning,get,treat_procedure_gene
4871056,2091,rabies,coronavirus infection,disease_disease
4872352,1051,p53,induction,gene_treat_procedure
4872364,1063,p53,induction,gene_treat_procedure
4872366,1065,p53,induction,gene_treat_procedure
4872444,1143,p53,change,gene_treat_procedure
4876685,594,stimulation,virus,treat_procedure_disease
4877115,1024,cytochrome c,cytoplasm,gene_gene
4877132,1041,cytochrome c,mitochondrial inner membrane,gene_gene
4877446,1355,gene,intracellular,gene_gene
4878670,570,u,prevention,disease_treat_procedure
4878674,574,u,virus,disease_disease
4878718,618,u,virus,disease_disease
4878721,621,u,prevention,disease_treat_procedure
4879526,244,vaccination,treatment,treat_procedure_treat_procedure
4879555,273,vaccination,treatment,treat_procedure_treat_procedure
4881086,83,pneumonia,pneumonia,disease_disease
4881291,288,pneumonia,pneumonia,disease_disease
4881517,514,metapneumovirus,detected,disease_treat_procedure
4881521,518,parainfluenza,detected,disease_treat_procedure
4881757,754,headache,sore throat,symptom_disease
4881759,756,headache,sore throat,symptom_disease
4882218,1215,she,pneumonia,gene_disease
4882294,1291,she,emergency cesarean delivery,gene_treat_procedure
4882307,1304,renal failure,coagulopathy,disease_disease
4882354,1351,hypertension,fetal growth restriction,disease_disease
4883062,2059,act,chickenpox,gene_disease
4883260,2257,azithromycin,mechanical ventilation,drug_treat_procedure
4883627,348,he,me,disease_disease
4883631,352,he,me,disease_disease
4884729,83,n,treatment,treat_procedure_treat_procedure
4885381,735,antibody,grafting,gene_treat_procedure
4885421,775,construction,antibody,treat_procedure_gene
4885602,956,antibody,immunotherapy,gene_treat_procedure
4886650,105,disease,corneal infection,disease_disease
4886658,113,disease,infection,disease_disease
4886834,289,treatment,antibody,treat_procedure_gene
4886914,369,treatment,antibody,treat_procedure_gene
4889425,989,isolation,detection,treat_procedure_treat_procedure
4889739,1303,drug,coronavirus infection,drug_disease
4894206,2293,cross infection,disease,disease_disease
4895753,150,disease,detected,disease_treat_procedure
4896268,665,presence,clearance,treat_procedure_treat_procedure
4899865,688,u,fit,disease_symptom
4900743,1566,disease,brucellosis,disease_disease
4900889,1712,presence,detected,treat_procedure_treat_procedure
4900984,1807,disease,clearance,disease_treat_procedure
4906039,125,led,detection,gene_treat_procedure
4911241,1546,superinfection,infection,disease_disease
4913952,578,nose,mask,disease_gene
4916178,794,disease,fever,disease_symptom
4917341,31,base,base,gene_gene
4917556,246,base,base,gene_gene
4923214,455,membrane,antibody,gene_gene
4924118,1359,protein,detected,gene_treat_procedure
4924176,1417,membrane fraction,membrane fraction,gene_gene
4924253,1494,protein,membrane fraction,gene_gene
4924254,1495,protein,detected,gene_treat_procedure
4924259,1500,protein,treatment,gene_treat_procedure
4924266,1507,protein,treatment,gene_treat_procedure
4924270,1511,protein,membrane fraction,gene_gene
4924650,1891,procedure,membrane fraction,treat_procedure_gene
4925923,1057,red,ultrafiltration,gene_treat_procedure
4926053,1187,protein,detected,gene_treat_procedure
4926773,103,expression,release,treat_procedure_treat_procedure
4927114,444,release,induction,treat_procedure_treat_procedure
4927406,736,expression,plasma membrane,treat_procedure_gene
4927850,1180,synthetic gene,cloned,gene_gene
4927858,1188,gene,cloned,gene_gene
4928457,132,face,packing,disease_treat_procedure
4928495,170,face,packing,disease_treat_procedure
4928578,253,stretch,rigid,disease_symptom
4928579,254,stretch,rigid,disease_symptom
4930230,83,zoonosis,end,disease_gene
4930407,260,treatment,tuberculosis,treat_procedure_disease
4932478,432,she,regimen,gene_treat_procedure
4932505,459,she,sore throat,gene_disease
4933030,984,caspase 6,cell type,gene_gene
4933723,1677,expression,same,treat_procedure_disease
4933808,1762,caspase 3,caspase 6,gene_gene
4934998,793,induction,cell surface,treat_procedure_gene
4934999,794,cell surface,induction,gene_treat_procedure
4935065,860,infection,hemorrhagic fever,disease_disease
4935067,862,infection,fever,disease_symptom
4935092,887,infection,endoplasmic reticulum,disease_gene
4935093,888,infection,endoplasmic reticulum,disease_gene
4935179,974,genome,open reading frame,gene_gene
4935205,1000,envelope protein,attachment,gene_treat_procedure
4936065,1860,treatment,chemotherapy,treat_procedure_treat_procedure
4936271,2066,fusion,infection,treat_procedure_disease
4936277,2072,fusion,infection,treat_procedure_disease
4936302,2097,fusion,step,treat_procedure_gene
4936583,231,expression,disease progression,treat_procedure_disease
4941516,995,virus,influenza,disease_disease
4941734,1213,avian influenza,damage,disease_gene
4941783,1262,influenza,damage,disease_gene
4943209,1328,protein,nucleic acid,gene_gene
4945532,2150,infection,type,disease_gene
4945540,2158,type,severe acute respiratory syndrome,gene_disease
4946571,875,respiratory disease,coronavirus,disease_disease
4946574,878,disease,bovine coronavirus,disease_disease
4946575,879,respiratory disease,coronavirus,disease_disease
4946577,881,respiratory disease,bovine coronavirus,disease_disease
4946579,883,respiratory disease,diarrhea,disease_symptom
4946580,884,disease,diarrhea,disease_symptom
4946581,885,respiratory disease,bovine coronavirus,disease_disease
4946583,887,disease,diarrhea,disease_symptom
4946585,889,disease,coronavirus,disease_disease
4946594,898,respiratory disease,diarrhea,disease_symptom
4946595,899,disease,coronavirus,disease_disease
4946596,900,disease,bovine coronavirus,disease_disease
4947444,77,disease,disease,disease_disease
4947500,133,disease,disease,disease_disease
4947578,211,contagious disease,disease,disease_disease
4947654,287,contagious disease,disease,disease_disease
4947886,519,protein,cytoplasm,gene_gene
4948638,1271,fuse,viral glycoprotein,gene_gene
4948949,8,release,cell nucleus,treat_procedure_gene
4949296,355,presence,spermatophores,treat_procedure_gene
4950818,500,mass,mass,gene_gene
4951489,1171,band,mass,gene_gene
4954181,14,treatment,disease,treat_procedure_disease
4954234,67,infection,illness,disease_symptom
4954291,124,infection,illness,disease_symptom
4957133,677,asthma,disease,disease_disease
4957134,678,asthma,chronic disease,disease_disease
4959458,157,infection,specie,disease_species
4960641,1340,treatment,disease,treat_procedure_disease
4962602,1458,treatment,omphalophlebitis,treat_procedure_disease
4965791,1114,tuberculosis,phagosome,disease_gene
4965887,1210,infection,infection,disease_disease
4966702,2025,sepsis,damage,disease_gene
4967065,262,infection,expression,disease_treat_procedure
4967067,264,infection,expression,disease_treat_procedure
4967252,449,administration,asthma,treat_procedure_disease
4967254,451,intranasal administration,asthma,treat_procedure_disease
4967522,719,virus,fusion,disease_treat_procedure
4968291,1488,drug,asthma,drug_disease
4968294,1491,drug,asthma,drug_disease
4969121,189,diarrhea,disorder,symptom_disease
4971207,235,expression,induction,treat_procedure_treat_procedure
4971347,375,gene,cloned,gene_gene
4971746,774,induction,expression,treat_procedure_treat_procedure
4971747,775,induction,expression,treat_procedure_treat_procedure
4971748,776,induction,expression,treat_procedure_treat_procedure
4971762,790,induction,expression,treat_procedure_treat_procedure
4973842,1266,bird,illness,treat_procedure_symptom
4973844,1268,bird,illness,treat_procedure_symptom
4973845,1269,bird,virus,treat_procedure_disease
4973847,1271,bird,virus,treat_procedure_disease
4974692,681,type,infection,gene_disease
