,Unnamed: 0.1,subject,object,new_relation
24010,24118,peritonitis,fatal,be_related_with
24011,24119,respiratory illness,lower respiratory tract involvement,be_related_with
24013,24121,influenza virus,respiratory infection,be_related_with
24015,24123,curcumine,infection,be_related_with
24016,24124,pneumonia,acute respiratory distress syndrome,be_related_with
24018,24126,severe acute respiratory syndrome,emerging infectious disease,be_related_with
24020,24128,infection,emcv,transmit
24021,24129,viral infection,asthma,be_related_with
24023,24131,chronic pulmonary disease,disease,be_related_with
24025,24133,fever,cough,be_related_with
24027,24135,ala,i2,be_in
24028,24136,pattern,bronchiolitis,be_related_with
24031,24139,patient,cardiac arrest,be_related_with
24033,24141,headache,respiratory failure,be_related_with
24034,24142,phev infection,pig,be_in
24036,24144,sepsis,icu,be_related_with
24037,24145,patient,immunosuppression,be_related_with
24039,24147,n,infection,be_related_with
24040,24148,avian influenza,influenza a,transmit
24041,24149,cgvhd,immunosuppression,be_related_with
24042,24150,cyclophilins,atherosclerosis,be_related_with
24043,24151,patient,sars,transmit
24044,24152,ebov,disseminated intravascular coagulation,be_related_with
24045,24153,mouse,iav,transmit
24046,24154,myocarditis,adenovirus,transmit
24047,24155,patient,sars,transmit
24049,24157,s. mansoni,cancer,be_related_with
24050,24158,participant,influenza,transmit
24054,24162,sialyltransferases,b,be_related_with
24057,24165,virus,mers-cov,be_related_with
24058,24166,antigen,b,be_related_with
24059,24167,patient,ilis,be_related_with
24060,24168,virus,disease,be_related_with
24062,24170,infection,disease,be_related_with
24067,24175,hcovs,childhood,be_related_with
24068,24176,e. faecium,fluid,be_related_with
24069,24177,pulmonary edema,hemorrhage,be_related_with
24070,24178,patient,respiratory distress syndrome,be_related_with
24071,24179,infection,pneumococcus,be_related_with
24072,24180,asthma,inflammatory,be_related_with
24078,24186,ibv,lung,be_related_with
24079,24187,person,disease,be_related_with
24081,24189,mouse,infection,be_related_with
24082,24190,macaque,blood,be_related_with
24085,24193,n,critical,be_related_with
24089,24197,ceacam1a,cns,be_related_with
24090,24198,antibody,prrsv infection,be_related_with
24092,24200,patient,psychological distress,be_related_with
24095,24203,disease,contagious,be_related_with
24099,24207,person,influenza,transmit
24100,24208,chikungunya virus,high fever,be_related_with
24101,24209,child,picu,be_related_with
24104,24212,hcv,major,be_related_with
24107,24215,avian influenza virus,influenza virus,transmit
24109,24217,infection,h1n1,transmit
24110,24218,sinusitis,infection,be_related_with
24111,24219,sars-covs,coronavirus,transmit
24112,24220,severe acute respiratory syndrome,sars-cov,transmit
24114,24222,patient,aki,be_related_with
24116,24224,human,respiratory syndrome,be_related_with
24117,24225,viral infection,bacterial infection,be_related_with
24118,24226,plague,disease,be_related_with
24119,24227,patient,distress syndrome,be_related_with
24122,24230,respiratory syncytial virus,pneumonia,be_related_with
24127,24235,mouse,inflammation,be_related_with
24128,24236,viral infection,disorder,be_related_with
24130,24238,hcov-229e,respiratory syndrome,be_related_with
24132,24240,hav,acute hepatitis,be_related_with
24133,24241,alzheimer,disease,be_related_with
24135,24243,syndrome,hyperinflammatory,be_related_with
24137,24245,sinusitis,respiratory infection,be_related_with
24138,24246,infection,n-prrsv,be_related_with
24139,24247,antibody,influenza virus infection,be_related_with
24143,24251,hypothermia,cardiac arrest,be_related_with
24144,24252,mouse,infection,be_related_with
24145,24253,cd209l,sars-cov,transmit
24147,24255,mhv-2,demyelination,be_related_with
24148,24256,candida infection,human,be_in
24150,24258,p. aeruginosa,mouse,transmit
24151,24259,isg20,flavivirus,transmit
24154,24262,mouse,liver disease,be_related_with
24156,24264,disease,acute respiratory syndrome coronavirus 2,be_related_with
24157,24265,inflammation,b. cenocepacia infection,be_related_with
24163,24271,vaccine,community,be_related_with
24166,24274,coronavirus disease,covid-19 virus,be_related_with
24170,24278,prrsv,pneumonia,be_related_with
24172,24280,disease,severe acute respiratory syndrome coronavirus 2,be_related_with
24177,24285,virus,cns,be_related_with
24180,24288,mouse,disease,be_related_with
24182,24290,covid-19,coronavirus pneumonia,be_related_with
24183,24291,severe anemia,malaria,be_related_with
24184,24292,patient,hdv infection,be_related_with
24187,24295,child,septic shock,be_related_with
24191,24299,slc11a1 locus,tb,transmit
24192,24300,metformin,hypoglycaemic,be_related_with
24195,24303,pulmonary embolism,thrombosis,be_related_with
24196,24304,α,lymphopenia,be_related_with
24202,24310,child,hbovpositive respiratory illness,be_related_with
24204,24312,sars-cov,disease,be_related_with
24205,24313,infection,disease,be_related_with
24206,24314,inflammation,sars-cov,transmit
24209,24317,covid-19,type,be_related_with
24212,24320,bsmab,blood,be_related_with
24215,24323,sars,fever,be_related_with
24216,24324,covid-19,pandemic,be_related_with
24217,24325,solid tumor,6,be_in
24222,24330,child,acute illness,be_related_with
24223,24331,rat,ali,be_related_with
24224,24332,person,influenza,transmit
24226,24334,boy,pneumonia,be_related_with
24227,24335,rpifn-α,prrsv,transmit
24229,24337,sars-cov,mers-cov,be_related_with
24230,24338,sars,disease,be_related_with
24234,24342,h5n1 virus,seasonal influenza virus,be_related_with
24237,24345,parainfluenza virus,acute respiratory infection,be_related_with
24239,24347,protein,plant,be_related_with
24240,24348,swine flu,h1n1 virus,be_related_with
24241,24349,antibody,hi,transmit
24243,24351,rna,infection,be_related_with
24246,24354,bubonic plague,disease,be_related_with
24248,24356,pandemic influenza,influenza,transmit
24249,24357,respiratory syndrome,emerging infectious disease,be_related_with
24250,24358,host,liver,be_related_with
24255,24363,chikf,infection,be_related_with
24257,24365,encephalitis,human,be_in
24262,24370,patient,viral pneumonia,be_related_with
24265,24373,coronavirus,respiratory syndrome,be_related_with
24266,24374,prcv,disease,be_related_with
24267,24375,pneumonia,infection,be_related_with
24271,24379,ipi,hct recipient,be_related_with
24278,24386,phe-cov,cns,be_related_with
24280,24388,sars,coronavirus,transmit
24281,24389,mouse,bronchitis,be_related_with
24282,24390,person,sars,transmit
24284,24392,ifn-α/β,hsv,transmit
24285,24393,chikungunya virus,fever,be_related_with
24286,24394,virus,ilis,be_related_with
24288,24396,ibv,ib,be_related_with
24289,24397,patient,respiratory syndrome,be_related_with
24293,24401,antibody,disease,be_related_with
24294,24402,woman,fatal,be_related_with
24295,24403,ct,disease,be_related_with
24303,24411,egr-1 mrna,infection,be_related_with
24306,24414,tf3,tea,transmit
24309,24417,tuberculosis,infection,be_related_with
24311,24419,prrsv,utr,be_related_with
24312,24420,polyphenols,apple,be_in
24315,24423,patient,pneumonia,be_related_with
24317,24425,hspgs,infection,be_related_with
24320,24428,infection,mouse,transmit
24325,24433,emerging infectious disease,sars-cov,transmit
24326,24434,ribavirin,shortness of breath,be_related_with
24327,24435,cytokine storm,inflammation,be_related_with
24328,24436,patient,respiratory symptom,be_related_with
24329,24437,obesity,h1n1,transmit
24331,24439,mab,disease,be_related_with
24333,24441,anorexia,colitis,be_related_with
24334,24442,viral pneumonia,rsv,transmit
24337,24445,yeast,disease,be_related_with
24340,24448,pneumocystis pneumonia,oedema,be_related_with
24345,24453,patient,swine flu,transmit
24349,24457,ata,influenza infection,be_related_with
24352,24460,rubella virus,fever,be_related_with
24353,24461,rsv,bronchiolitis,be_related_with
24354,24462,patient,bacterial infection,be_related_with
24357,24465,flying fox,zoonotic disease,be_related_with
24361,24469,severe acute respiratory syndrome,coronavirus,transmit
24363,24471,hepatitis virus,hepatitis,transmit
24365,24473,antibody,infection,be_related_with
24367,24475,cryoglobulinemia,vasculitis,be_related_with
24368,24476,patient,atypical pneumonia,be_related_with
24369,24477,rna virus,utr,be_related_with
24370,24478,patient,ldlt,be_related_with
24371,24479,hsp27,hiv,transmit
24372,24480,ifitm protein,sars-cov,transmit
24373,24481,calf,diarrhoea,be_related_with
24376,24484,emerging infectious disease,infectious disease,be_related_with
24377,24485,patient,liver failure,be_related_with
24378,24486,macaque,mv,be_related_with
24383,24491,child,fever,be_related_with
24386,24494,tuberculosis,human,be_in
24387,24495,s.suis,zoonotic disease,be_related_with
24388,24496,infection,encephalomyocarditis virus,transmit
24389,24497,patient,aspergillosis,be_related_with
24392,24500,pdc,blood,be_related_with
24397,24505,encephalitis,inflammation,be_related_with
24399,24507,chikv,disease,be_related_with
24405,24513,virus,emerging,be_related_with
24410,24518,fulminant hepatitis,deficiency,be_related_with
24411,24519,patient,cognitive impairment,be_related_with
24412,24520,hypertension,distress syndrome,be_related_with
24414,24522,infectious peritonitis,disease,be_related_with
24415,24523,hypertension,covid-19,transmit
24416,24524,patient,hypoxemic respiratory failure,be_related_with
24419,24527,child,leukocytosis,be_related_with
24421,24529,icterus,liver disease,be_related_with
24422,24530,adenovirus,respiratory infection,be_related_with
24425,24533,capsid protein,denv,transmit
24426,24534,ace2,severe acute respiratory syndrome,be_related_with
24427,24535,prcv,respiratory disease,be_related_with
24430,24538,covid-19,fever,be_related_with
24431,24539,neisseria meningitidis,meningitis,be_related_with
24432,24540,virus,type,be_related_with
24434,24542,infectious peritonitis,coronavirus,transmit
24435,24543,ride,vzv,transmit
24437,24545,infection,demyelination,be_related_with
24438,24546,hbov2,hbov,be_related_with
24439,24547,infection,h1n1,transmit
24441,24549,hrv-c,type,be_related_with
24443,24551,covid-19ry artery disease,h1n1,transmit
24444,24552,pe,myocarditis,be_related_with
24445,24553,respiratory virus,disease,be_related_with
24451,24559,prrsv,major,be_related_with
24452,24560,cd209l,lung,be_related_with
24454,24562,zbcov,coronavirus,transmit
24458,24566,human,mers-cov,be_related_with
24459,24567,anorexia,severe,be_related_with
24462,24570,ifn inducer,mouse,transmit
24463,24571,mouse,infection,be_related_with
24470,24578,infectious salmon anaemia virus,rna virus,be_related_with
24471,24579,typhoid fever,gastrointestinal symptom,be_related_with
24472,24580,streptococcus suis infection,infectious disease,be_related_with
24473,24581,patient,myalgia,be_related_with
24474,24582,h1n1 infection,severe,be_related_with
24475,24583,infection,bacterial infection,be_related_with
24476,24584,extracellular cyclophilins,atherosclerosis,be_related_with
24478,24586,patient,cmv disease,be_related_with
24481,24589,antibody,sars-cov,transmit
24484,24592,tuberculosis,major,be_related_with
24490,24598,ifn-λs,sars-cov,transmit
24491,24599,infection,brv,transmit
24493,24601,sars-cov-associated disease,human,be_in
24497,24605,sepsis,pulmonary infection,be_related_with
24499,24607,hcov-nl63,syndrome,be_related_with
24502,24610,hcv,chronic liver disease,be_related_with
24505,24613,inflection,h1n1,transmit
24506,24614,rsv,mouse,transmit
24508,24616,s1,hiv-positive,be_related_with
24509,24617,disease,contagious,be_related_with
24511,24619,human,syndrome,be_related_with
24514,24622,mdl 28170,infection,be_related_with
24517,24625,child,infection,be_related_with
24518,24626,patient,nephropathy,be_related_with
24519,24627,cl,influenza a,transmit
24520,24628,pulmonary embolism,dvt,be_related_with
24521,24629,porcine respiratory coronavirus,rna virus,be_related_with
24523,24631,cns disease,mhv infection,be_related_with
24525,24633,hpai,chicken,be_in
24526,24634,h5n1,mouse,transmit
24527,24635,patient,pandemic influenza,be_related_with
24528,24636,isg20,liver,be_related_with
24530,24638,woman,high fever,be_related_with
24531,24639,acute respiratory disease,chicken,be_in
24532,24640,igf-1,mouse,transmit
24533,24641,pattern,cns,be_related_with
24534,24642,infection,sars coronavirus,transmit
24537,24645,sars,disease,be_related_with
24543,24651,flying fox,disease,be_related_with
24547,24655,zoonosis,infection,be_related_with
24549,24657,microglia,sv encephalitis,be_related_with
24551,24659,cxcl13,autoimmune demyelination,be_related_with
24552,24660,person,cold,be_related_with
24556,24664,infection,demyelination,be_related_with
24557,24665,cd151,prrsv infection,be_related_with
24558,24666,man,fever,be_related_with
24559,24667,venezuelan equine encephalitis virus,eeev,transmit
24561,24669,il-13,rsv infection,be_related_with
24562,24670,patient,cns infection,be_related_with
24563,24671,person,pertussis,be_related_with
24564,24672,eav,disease,be_related_with
24567,24675,triglyceride,dpc,treat
24569,24677,inflection,t. gondii,transmit
24570,24678,participant,swine flu,transmit
24574,24682,n,critically ill,be_related_with
24575,24683,tlr ligand,lung,be_related_with
24577,24685,influenza viral pneumonia,edema,be_related_with
24579,24687,tlr3,pulmonary damage,be_related_with
24580,24688,tissue,pneumonia,be_related_with
24584,24692,virus,disease,be_related_with
24585,24693,orf,tgev,transmit
24587,24695,covid-19,respiratory infection,be_related_with
24590,24698,child,illness,be_related_with
24592,24700,infection,influenza virus,transmit
24593,24701,multiple sclerosis,disease,be_related_with
24594,24702,person,covid-19,transmit
24595,24703,h1n1 virus infection,influenza a,transmit
24596,24704,sars,disease,be_related_with
24597,24705,hypothermia,ohca,be_related_with
24598,24706,antibody,cat,transmit
24599,24707,hyperglycemia,acidosis,be_related_with
24602,24710,aki,icu,be_related_with
24604,24712,amyloid plaque,disease,be_related_with
24607,24715,mdms,blood,be_related_with
24610,24718,palifermin,neutropenia,be_related_with
24619,24727,virus,disease,be_related_with
24620,24728,infection,5,transmit
24621,24729,pneumonia,severe,be_related_with
24623,24731,lung inflammation,distress syndrome,be_related_with
24625,24733,patient,rsv infection,be_related_with
24626,24734,sepsis,hypotension,be_related_with
24631,24739,person,covid-19,transmit
24632,24740,lrtis,hbov,be_related_with
24633,24741,child,hbov-related illness,be_related_with
24635,24743,birnavirus,infectious disease,be_related_with
24636,24744,disease,covid-19,transmit
24638,24746,patient,diabetes mellitus,be_related_with
24640,24748,inflection,rsv,transmit
24643,24751,tgev infection,diarrhoea,be_related_with
24644,24752,influenza virus,measles,transmit
24646,24754,inflection,pneumonia,be_related_with
24647,24755,3,hcp,be_related_with
24648,24756,kcat,lower,be_related_with
24649,24757,hcov-nl63,respiratory syndrome,be_related_with
24651,24759,cys145,sars-cov,transmit
24652,24760,vaccine,human immunodeficiency virus,transmit
24653,24761,chronic disease,human,be_in
24657,24765,covid-19,pneumonia,be_related_with
24658,24766,palifermin,neutropenia,be_related_with
24659,24767,diabetes,major,be_related_with
24660,24768,macaque,simian immunodeficiency virus,transmit
24661,24769,antibody,cr,treat
24663,24771,fusion protein,mouse,transmit
24664,24772,febrile seizure,hcovs,be_related_with
24665,24773,covid-19,type,be_related_with
24672,24780,patient,leukocytopenia,be_related_with
24676,24784,zbcov,coronavirus,transmit
24686,24794,infection,covid-19,transmit
24688,24796,h5n1 virus,transmissible,be_related_with
24689,24797,mhv-2,encephalitis,be_related_with
24691,24799,influenza virus,infection,be_related_with
24693,24801,patient,c. pneumoniae infection,be_related_with
24696,24804,fever,gastrointestinal symptom,be_related_with
24698,24806,severe acute respiratory syndrome,infectious disease,be_related_with
24699,24807,participant,sneezing,be_related_with
24703,24811,tlr4,lung,be_related_with
24704,24812,virus,acute disease,be_related_with
24708,24816,anorexia,severe,be_related_with
24710,24818,sepsis,organ dysfunction,be_related_with
24711,24819,virus,autoimmunity,be_related_with
24712,24820,rat,periodontitis,be_related_with
24713,24821,coronavirus,rna virus,be_related_with
24714,24822,influenza virus,rna virus,be_related_with
24715,24823,n,sars,transmit
24716,24824,infection,disease,be_related_with
24717,24825,antibody,mouse,transmit
24720,24828,child,radiological pneumonia,be_related_with
24723,24831,child,h1n1,transmit
24724,24832,viral disease,disease,be_related_with
24725,24833,hmpv infection,ltcfs,be_related_with
24726,24834,sars-cov infection,rhesus macaque,transmit
24729,24837,trachea stenosis,injury,be_related_with
24730,24838,pattern,bronchiolitis,be_related_with
24733,24841,patient,clrt,be_related_with
24737,24845,infectious disease,epidemic disease,be_related_with
24738,24846,cns disease,encephalitis,be_related_with
24739,24847,virus,sars-cov,transmit
24743,24851,patient,cxr,be_related_with
24744,24852,lymphopenia,viral illness,be_related_with
24745,24853,human,syndrome,be_related_with
24748,24856,i,influenza a,transmit
24752,24860,inflection,disease,be_related_with
24754,24862,infection,varicella-zoster virus,transmit
24756,24864,child,rhinovirus,transmit
24760,24868,patient,leukocytosis,be_related_with
24762,24870,antibody,mouse,transmit
24764,24872,respiratory viral inflection,child,be_in
24769,24877,gene,cpb,treat
24770,24878,panic,person,be_in
24772,24880,c,hiv/aids,be_related_with
24773,24881,protein,plant,be_related_with
24774,24882,patient,icu,be_related_with
24778,24886,person,stroke,be_related_with
24780,24888,hcov-nl63,respiratory tract symptom,be_related_with
24781,24889,disease,coronavirus,transmit
24782,24890,virus,hsv-2,be_related_with
24784,24892,patient,fever,be_related_with
24788,24896,3,hcp,be_related_with
24791,24899,coronavirus,rna virus,be_related_with
24794,24902,licl,infection,be_related_with
24795,24903,m. pneumoniae,fatal respiratory disease,be_related_with
24797,24905,mdms,influenza virus,transmit
24798,24906,pulmonary embolism,dvt,be_related_with
24801,24909,bacterial pneumonia,pneumonia,be_related_with
24802,24910,thrombomodulin,covid-19,transmit
24803,24911,diarrhea,hepatitis,transmit
24804,24912,patient,immunosuppression,be_related_with
24806,24914,i,mhv,transmit
24807,24915,sars,severe,be_related_with
24809,24917,coronavirus,respiratory syndrome,be_related_with
24812,24920,influenza,human,be_in
24813,24921,infection,lassa fever,be_related_with
24815,24923,iav infection,enhanced,be_related_with
24817,24925,patient,diarrhea,be_related_with
24818,24926,h1n1 virus infection,influenza a,transmit
24821,24929,n,major,be_related_with
24822,24930,antibody,alphavirus encephalitis,be_related_with
24825,24933,patient,fever,be_related_with
24826,24934,patient,dyspnoea,be_related_with
24827,24935,enteritis,cattle,be_in
24828,24936,patient,myalgia,be_related_with
24833,24941,respiratory symptom,respiratory distress syndrome,be_related_with
24834,24942,diarrhea,fever,be_related_with
24835,24943,influenza virus,lung,be_related_with
24837,24945,viral infection,host,be_in
24842,24950,patient,acute respiratory syndrome,be_related_with
24846,24954,virus,mouse,transmit
24848,24956,inflection,influenza a,transmit
24850,24958,high fever,sudden death,be_related_with
24851,24959,ebv disease,hct recipient,be_related_with
24853,24961,patient,acute cough,be_related_with
24854,24962,tuberculosis,infection,be_related_with
24855,24963,infection,rsv,transmit
24856,24964,rabies,public,be_related_with
24857,24965,lung damage,infection,be_related_with
24858,24966,cat,fcov,transmit
24859,24967,adenovirus,child,be_in
24862,24970,rtgev-δ7,cpe,be_related_with
24863,24971,person,rsv,transmit
24867,24975,viral infection,syndrome,be_related_with
24868,24976,anti-i-ab mab af6-120.1.2,ascites,be_related_with
24870,24978,encephalitis,sv,be_related_with
24871,24979,cynomolgus macaque,hpai h5n1 virus,be_related_with
24873,24981,influenza virus,myocarditis,be_related_with
24880,24988,cathepsin b,hiv-1 infection,be_related_with
24881,24989,patient,acute respiratory distress syndrome,be_related_with
24883,24991,patient,hc,transmit
24884,24992,ifns,infection,be_related_with
24885,24993,envelope protein,hiv,transmit
24886,24994,infectious salmon anaemia virus,infectious salmon anaemia,be_related_with
24887,24995,patient,chronic hcv infection,be_related_with
24889,24997,disease,sars-cov,transmit
24892,25000,rna polymerase,rna virus,be_related_with
24894,25002,patient,dysphagia,be_related_with
24895,25003,gene,cancer,be_related_with
24904,25012,acute lung injury,sars-cov infection,be_related_with
24905,25013,pandemic influenza,2009,be_related_with
24907,25015,pdcs,viral infection,be_related_with
24910,25018,patient,vap,be_related_with
24911,25019,patient,liver,be_related_with
24912,25020,sars,disease,be_related_with
24916,25024,ace2,sars,transmit
24919,25027,rr,lower,be_related_with
24921,25029,mouse,tumor,be_related_with
24922,25030,patient,rsv,transmit
24925,25033,virus,influenza a,transmit
24926,25034,parainfluenza virus,infection,be_related_with
24928,25036,sars-cov,mouse,transmit
24936,25044,depression,vomiting,be_related_with
24938,25046,mouse,inflammatory cellular thrombus,be_related_with
24940,25048,virus,acute respiratory illness,be_related_with
24944,25052,cytokine storm,syndrome,be_related_with
24946,25054,cov,respiratory syndrome,be_related_with
24947,25055,ili-syndrome,influenza infection,be_related_with
24949,25057,high fever,sudden death,be_related_with
24950,25058,acute illness,coronavirus,transmit
24951,25059,eps15-dn,hiv-1 vector infection,be_related_with
24952,25060,afp,child,be_in
24954,25062,mouse,influenza virus,transmit
24955,25063,mouse,ulcerative colitis,be_related_with
24956,25064,inflection,covid-19,transmit
24957,25065,patient,mpv,treat
24958,25066,transmissible gastroenteritis virus,diarrhea,be_related_with
24959,25067,patient,cardiovascular disease,be_related_with
24961,25069,virus,mouse,transmit
24962,25070,mab,microbial disease,be_related_with
24967,25075,isgs,prrs,transmit
24972,25080,patient,stroke,be_related_with
24974,25082,mhv,dm,treat
24976,25084,uri,major,be_related_with
24977,25085,mddcs,prrsv,transmit
24978,25086,vt,ventilator,be_related_with
24980,25088,influenza illness,influenza,transmit
24983,25091,3,gastrointestinal symptom,be_related_with
24989,25097,pmos,disease,be_related_with
24990,25098,sars-cov infection,alveolar damage,be_related_with
24993,25101,ifn-β,sars-cov,transmit
24994,25102,icu,sir,be_related_with
24995,25103,axonal injury,gdvii virus infection,be_related_with
24998,25106,virus,sars-cov,transmit
24999,25107,antibody,infection,be_related_with
25005,25113,virus,disease,be_related_with
25006,25114,necrotic dermatitis,chronic inflammation,be_related_with
25011,25119,mhv infection,cns,be_related_with
25012,25120,participant,influenza,transmit
25014,25122,emerging infectious disease,sars-cov,transmit
25017,25125,disease,lymphopenia,be_related_with
25019,25127,lrti,lower respiratory tract infection,be_related_with
25020,25128,mers-cov,infection,be_related_with
25021,25129,patient,autoimmune disease,be_related_with
25022,25130,dog,inflammatory disease,be_related_with
25023,25131,gene,major,be_related_with
25025,25133,necrotic dermatitis,inflammation,be_related_with
25026,25134,dyspnea,covid-19 infection,be_related_with
25027,25135,infection,demyelination,be_related_with
25028,25136,c3,injury,be_related_with
25031,25139,patient,h5n1 infection,be_related_with
25033,25141,m,disease,be_related_with
25034,25142,infection,hae,be_in
25035,25143,mouse,weight loss,be_related_with
25046,25154,mouse,cardiac injury,be_related_with
25048,25156,a59,encephalitis,be_related_with
25049,25157,infection,multifocal leukoencephalopathy,be_related_with
25052,25160,mouse,ali,be_related_with
25053,25161,patient,h1n1,transmit
25054,25162,polio,major,be_related_with
25055,25163,public,high,be_related_with
25058,25166,patient,pulmonary fibrosis,be_related_with
25063,25171,antibody,infection,be_related_with
25067,25175,iih6 reactive α-dg,liver,be_related_with
25069,25177,h1n1 pandemic influenza,2009,be_related_with
25070,25178,patient,hypoglycemia,be_related_with
25071,25179,patient,nsclc,be_related_with
25073,25181,peramivir,uncomplicated influenza,be_related_with
25076,25184,rna,dmv,treat
25077,25185,pandemic,severe,be_related_with
25080,25188,vp40,ebov,transmit
25084,25192,patient,pulmonary tuberculosis,be_related_with
25086,25194,patient,lethargy,be_related_with
25088,25196,hcov-hku1,coronavirus,transmit
25089,25197,virus,encephalitis,be_related_with
25091,25199,infant,wheezing,be_related_with
25092,25200,g protein,tobacco,transmit
25093,25201,mouse,infection,be_related_with
25096,25204,ceacam1b allele,mouse,transmit
25097,25205,woman,nausea,be_related_with
25100,25208,vp2,immunosuppression,be_related_with
25101,25209,s. mansoni,cancer,be_related_with
25102,25210,patient,pneumonia,be_related_with
25105,25213,tlr3,influenza infection,be_related_with
25106,25214,h5n1 virus infection,alveolar damage,be_related_with
25107,25215,woman,traffic accident,be_related_with
25109,25217,nc,mouse,transmit
25111,25219,infa,n,be_in
25114,25222,virus,infection,be_related_with
25116,25224,patient,respiratory tract illness,be_related_with
25119,25227,cold,human,be_in
25120,25228,avian influenza,infection,be_related_with
25124,25232,mouse,scov,treat
25125,25233,disease,epidemic,be_related_with
25128,25236,g protein,mouse,transmit
25131,25239,hcv core,hepatic inflammation,be_related_with
25132,25240,pneumomediastinum,sars,transmit
25133,25241,syndrome,acute,be_related_with
25134,25242,cov,severe acute respiratory syndrome,be_related_with
25136,25244,3,hcp,be_related_with
25137,25245,patient,acute hepatitis,be_related_with
25138,25246,patient,rhinovirus,transmit
25140,25248,mouse,weight loss,be_related_with
25141,25249,infection,lung damage,be_related_with
25144,25252,peritonitis,cat,transmit
25145,25253,human immunodeficiency virus,pandemic,be_related_with
25148,25256,glutamate,cns,be_related_with
25150,25258,sars-cov,severe acute respiratory syndrome,be_related_with
25151,25259,mers-cov,respiratory infection,be_related_with
25154,25262,syndrome,coronavirus,transmit
25155,25263,edema,distress syndrome,be_related_with
25156,25264,mouse,sars-cov,transmit
25162,25270,anh,inflammation,be_related_with
25163,25271,mouse,wnv,be_related_with
25164,25272,interferon,influenza virus,transmit
25167,25275,disease,fungal disease,be_related_with
25169,25277,hspgs,major,be_related_with
25170,25278,patient,copd,be_related_with
25174,25282,infectious disease,severe acute respiratory syndrome coronavirus 2,be_related_with
25175,25283,iron,critical,be_related_with
25180,25288,patient,covid-19,transmit
25184,25292,nsp1 mutant virus,virus infection,be_related_with
25185,25293,influenza virus,acute respiratory infection,be_related_with
25186,25294,patient,disease,be_related_with
25187,25295,syndrome,acute illness,be_related_with
25189,25297,chronic disease,mouse,transmit
25193,25301,angiotensin-converting enzyme 2,covid-19,transmit
25195,25303,diarrhea,fever,be_related_with
25196,25304,cov,sars-cov,transmit
25200,25308,serotypes,disease,be_related_with
25201,25309,2,bd,be_related_with
25202,25310,systemic inflection,mhv,transmit
25205,25313,stat1,pulmonary fibrosis,be_related_with
25207,25315,cns disease,encephalitis,be_related_with
25209,25317,t2d,covid-19,transmit
25210,25318,chloroquine,sars,transmit
25211,25319,patient,chronic disease,be_related_with
25213,25321,protein,major,be_related_with
25214,25322,sars-cov infection,macaque,be_in
25215,25323,lta,disease,be_related_with
25216,25324,na glycoprotein,influenza virus,transmit
25217,25325,headache,respiratory failure,be_related_with
25219,25327,respiratory syndrome,sars-cov,transmit
25220,25328,2,infection,be_related_with
25221,25329,antibody,influenza virus,transmit
25222,25330,patient,diabetes,be_related_with
25224,25332,peritonitis,disease,be_related_with
25226,25334,patient,en,be_related_with
25227,25335,parainfluenza virus,respiratory infection,be_related_with
25228,25336,ace2,sars-cov,transmit
25232,25340,isg20,yfv,be_related_with
25233,25341,patient,influenza virus infection,be_related_with
25235,25343,plasma,viraemia,be_related_with
25243,25351,patient,gastrointestinal symptom,be_related_with
25244,25352,mouse,lymphocytic choriomeningitis virus,be_related_with
25248,25356,vaccine,immunodeficiency virus,transmit
25249,25357,dog,inflammatory disease,be_related_with
25250,25358,dermatologic condition,health problem,be_related_with
25251,25359,gastroenteritis virus,diarrhea,be_related_with
25252,25360,nucleotide,patient,be_in
25259,25367,rage,disease,be_related_with
25260,25368,infection,major,be_related_with
25261,25369,adenovirus,acute infection,be_related_with
25264,25372,a,disease,be_related_with
25265,25373,sars-cov infection,child,be_in
25266,25374,swine flu,2009,be_related_with
25269,25377,csf pleocytosis,fever,be_related_with
25270,25378,patient,candidemia,be_related_with
25271,25379,nf-at binding site,cox-2 promoter,be_in
25272,25380,patient,coronavirus,transmit
25279,25387,interferon,influenza virus,transmit
25280,25388,sinusoidal erythrophagocytosis,liver,be_related_with
25282,25390,cytokine storm,inflammation,be_related_with
25285,25393,prcv,pedv,treat
25286,25394,disease,enhanced,be_related_with
25287,25395,disease,myalgia,be_related_with
25288,25396,cd151,prrsv infection,be_related_with
25292,25400,mouse,scov,treat
25294,25402,nsp1 mutant virus,virus infection,be_related_with
25301,25409,ra,rheumatoid arthritis,be_related_with
25304,25412,patient,obesity,be_related_with
25307,25415,infection,covid-19,transmit
25308,25416,virus,infection,be_related_with
25310,25418,patient,distress syndrome,be_related_with
25312,25420,renal cell carcinoma,tumor,be_related_with
25313,25421,hav,hepatitis,transmit
25315,25423,sars,viral infection,be_related_with
25316,25424,influenza infection,human,be_in
25323,25431,rsv infection,airway hyperresponsiveness,be_related_with
25324,25432,virus,disorder,be_related_with
25326,25434,chronic respiratory disease,kidney disease,be_related_with
25327,25435,hcv,chronic liver disease,be_related_with
25332,25440,h5n1,bronchopneumonia,be_related_with
25335,25443,peritonitis,coronavirus,transmit
25336,25444,tgev,atrophy,be_related_with
25337,25445,inflection,emerging disease,be_related_with
25338,25446,cat,rabies,transmit
25340,25448,disease,severe,be_related_with
25342,25450,tlr4,emphysema,be_related_with
25345,25453,sesquiterpenes,syndrome,be_related_with
25348,25456,syndrome,disease,be_related_with
25350,25458,person,rna virus,be_related_with
