object,subject,relation
cytosol,protein,gene_gene
meh,muhn,drug_drug
p. pastoris,expression,treat_procedure_species
eef1a,protein,gene_gene
p. pastoris,meh,drug_species
eef1a,legionella pneumophila protein sidi,gene_gene
s. cerevisiae,hsp26,gene_species
protein,replacement,treat_procedure_gene
tram,vesicular stomatitis virus g protein tm segment,gene_gene
muhn,bpii,gene_drug
meh,xbai,gene_drug
expression,procedure,treat_procedure_treat_procedure
inflammation,keratitis,disease_disease
gene,immediate early,gene_gene
icp4,expression,treat_procedure_gene
anti-egr-1 antibody,expression,treat_procedure_gene
induction,nfκb,gene_treat_procedure
viral infection,egr1,gene_disease
infection,egr1,gene_disease
immunization,ha,disease_treat_procedure
sp,chimeric ha,gene_disease
influenza virus,co-infection,disease_disease
virus,seasonal influenza,disease_disease
virus,h1n1,disease_disease
influenza a,acid,drug_disease
influenza a,nucleic acid,gene_disease
acute respiratory infection,detection,treat_procedure_disease
human,cd11c,gene_species
receptor,cd200,gene_gene
tap,coronavirus,disease_drug
ifnα,mab,gene_gene
pdc,influenza virus,disease_disease
anti-dectin-1 mab,stimulation,treat_procedure_gene
viral glycoprotein,lectin,gene_gene
cd36,pdc,disease_gene
pdc,myeloid receptor,gene_disease
cd200,pdc,disease_gene
pdc,f4,gene_disease
receptor,cd200r,gene_gene
pandemic,cd200,gene_disease
cd200 homologues,virus,disease_gene
tlr9,cd200,gene_gene
h1n1,sars,disease_disease
hcv,hur,gene_disease
rnase,epstein barr virus,disease_gene
nsp14 protein,rna virus,disease_gene
rna,cellular xrn1 decay enzyme,gene_disease
animal,bite,gene_species
invasive disease,disease,disease_disease
invasive fungal disease,disease,disease_disease
fungal disease,disease,disease_disease
histoplasmosis,disease,disease_disease
cpv type 2,cpv,disease_disease
ranaviruses,epizootic hematopoietic necrosis virus,disease_disease
ranaviruses,ehnv,disease_disease
bfnnv,sjnnv,disease_disease
virus,betanodavirus,disease_disease
viral haemorrhagic septicaemia,infectious haematopoietic necrosis virus,disease_disease
systemic disease,virus,disease_disease
disease,vhs,disease_disease
capsid,aquabirnaviruses,disease_gene
mix,influenza virus,disease_gene
2009 h1n1,influenza virus,disease_gene
nasopharynx,influenza virus,disease_disease
16,cholesterol,drug_gene
sphingolipids,cholesterol,drug_drug
pi4p,enterovirus rna polymerase 3dpol,gene_gene
cell,denv,disease_gene
virus replicase protein,rna,disease_gene
neck,influenza protein m2,gene_gene
cd4i epitope,antibody,gene_gene
scfv m19gem,scfv,gene_gene
envs,presence,treat_procedure_gene
m19,env,gene_gene
gp120s,vh,disease_gene
chemokine,li,drug_gene
p. falciparum,antibody,gene_species
antibody,montanide,drug_gene
ovalbumin,administration,treat_procedure_gene
apc,vlp,gene_gene
mhc class ii,vlp,gene_gene
th1,iscoms,gene_disease
acid,tlr ligand,gene_drug
rna,poly,drug_disease
ifn inducer,poly,drug_gene
human,h1n1 virus,disease_gene
contagious,h1n1 virus,disease_disease
rare,mpv infection,disease_gene
sars cov,pandemic,disease_disease
lower respiratory tract infection,hbov,disease_disease
tract infection,hbov,disease_disease
respiratory tract infection,hbov,disease_disease
lung infection,rhinovirus,disease_disease
chronic lung infection,rhinovirus,disease_disease
detected,polyomaviruses,disease_treat_procedure
lower respiratory tract involvement,respiratory illness,disease_disease
lower respiratory tract involvement,respiratory viral illness,disease_disease
lower respiratory tract involvement,illness,symptom_disease
lower respiratory tract involvement,viral illness,disease_disease
pam,treatment,treat_procedure_drug
h5n1 disease,pam,drug_disease
reduction,lung inflammation,disease_treat_procedure
pam,weight loss,disease_drug
infiltration,influenza virus,disease_treat_procedure
lung,induction,treat_procedure_disease
best,disease,disease_gene
lung inflammation,pam,drug_disease
mouse,pam,drug_species
weight loss,pam,drug_disease
influenza virus,weight loss,disease_disease
influenza virus,h5n1 virus,disease_disease
seasonal influenza virus,h5n1 virus,disease_disease
mouse,influenza infection,disease_species
expression,influenza infection,disease_treat_procedure
influenza infection,pam,drug_disease
influenza virus,mdms,disease_disease
lung,human h1n1,gene_disease
influenza virus,pam,drug_disease
lung,h1n1,disease_disease
adoptive transfer,pam,drug_treat_procedure
transplantation,pam,drug_treat_procedure
adoptive transfer,influenza virus,disease_treat_procedure
mouse,h1n1 virus,disease_species
transplantation,influenza virus,disease_treat_procedure
sulforaphane,supplementation,treat_procedure_drug
influenza viral hemagglutinin transcript,rna,disease_gene
nrf2,nrf2,gene_gene
sfn,supplementation,treat_procedure_drug
supplementation,expression,treat_procedure_treat_procedure
egcg,expression,treat_procedure_drug
rig,egcg,drug_gene
rsv infection,supplementation,treat_procedure_disease
sfn,rsv infection,disease_drug
attachment,egcg,drug_treat_procedure
influenza virus,egcg,drug_disease
sfn,nutritional supplementation,treat_procedure_drug
human,sfn,drug_species
ccr7,ccl19,gene_gene
ccr7,ccl21,gene_gene
cxcl13,cxcl12,gene_gene
cxcr4,cxcl12,gene_gene
meninges,induction,treat_procedure_disease
viral encephalitis,cxcl13,gene_disease
acute encephalitis,cxcl13,gene_disease
acute viral encephalitis,cxcl13,gene_disease
encephalitis,cxcl13,gene_disease
cxcl13,microglia,disease_gene
sv encephalitis,microglia,disease_disease
sv,acute encephalitis,disease_disease
sv,encephalitis,disease_disease
cxcl13,disease,disease_gene
recruitment,cxcl13,gene_disease
cxcl9,cxcl10,gene_gene
demyelination,cxcl13,gene_disease
autoimmune demyelination,cxcl13,gene_disease
adenovirus,respiratory disease,disease_species
adenovirus,disease,disease_species
uri,fever,disease_disease
αv integrins,virus,disease_gene
orf,best,gene_gene
protein a,fibronectin domain,gene_gene
presence,antibody,gene_treat_procedure
stat1,erbb4,gene_gene
hypoxemia,h1n1,disease_disease
person,pandemic influenza virus,disease_species
multifunctional,nsp2,gene_gene
superscript ii reverse transcriptase,rna,disease_gene
henipavirus infection,cell line,gene_disease
interferon,interferon,gene_gene
henipaviruses,infection,disease_disease
exogenous interferon,stimulation,treat_procedure_gene
universal interferon,cloned,gene_gene
henipavirus,infection,disease_disease
type i interferon,type iii interferon,gene_gene
exogenous interferon,treatment,treat_procedure_gene
septicemia,infection,disease_disease
autoimmune disorder,intestinal parasite,disease_disease
infection,intestinal parasite,disease_disease
helminth infection,intestinal parasite,disease_disease
disorder,intestinal parasite,disease_disease
people,influenza,disease_species
people,tuberculosis,disease_species
air,disease,disease_gene
impact,parasitism,disease_gene
infection,leishmania,disease_disease
toxoplasma gondii,leishmania,disease_disease
viral infection,leishmania,disease_disease
virus,chlamydophila pneumonia,disease_disease
release,parasite,disease_treat_procedure
sex,parasite,disease_gene
steroid,gene,gene_drug
fast,disease,disease_gene
fast,infectious disease,disease_gene
rat,infection,disease_species
disease,bubonic plague,disease_disease
intestinal infection,cholera,disease_disease
infection,cholera,disease_disease
vibrio cholerae,exploration,treat_procedure_species
cholera pandemic,serotypes,disease_disease
urban,virus,disease_disease
pandemic,sars,disease_disease
bacillus anthracis,infection,disease_species
viral,smallpox,disease_disease
disease,dengue haemorrhagic fever,disease_disease
fast,dengue,disease_gene
bite,airport malaria,disease_gene
p. falciparum,all,gene_species
p. vivax,malaria,disease_species
h1n1,respiratory pathogen,disease_disease
detected,respiratory pathogen,disease_treat_procedure
detection,finding,symptom_treat_procedure
parainfluenza 1,finding,symptom_disease
public health,exploration,treat_procedure_disease
rna virus,picornavirus,disease_disease
cardiovirus,orf,gene_disease
l6,critical,disease_gene
l3,l2,gene_gene
l3,replacement,treat_procedure_gene
l3,presence,treat_procedure_gene
pneumonia,adenovirus,disease_disease
illness,adenoviral pneumonia,disease_symptom
febrile respiratory illness,adenoviral pneumonia,disease_disease
febrile illness,adenoviral pneumonia,disease_disease
respiratory illness,adenoviral pneumonia,disease_disease
respiratory illness,pneumonia,disease_disease
febrile respiratory illness,pneumonia,disease_disease
febrile illness,pneumonia,disease_disease
set,ab,gene_gene
respiratory pathogen,virus,disease_disease
cs,coronavirus co-infection,disease_disease
yellow head virus,gav,disease_disease
n protein,amino acid,drug_gene
receptor,cypa,drug_gene
face,caml,gene_disease
interferon regulatory factor 3,cypb,drug_gene
matrix,cypd,gene_treat_procedure
calcium,necrosis,disease_drug
vv,cypa,drug_disease
cypa,nucleocapsid protein,gene_drug
np,severe acute respiratory syndrome coronavirus,disease_disease
nucleocapsid protein,cypa,drug_gene
cell surface,cypa,drug_gene
peptide,cypa,drug_drug
np,cypa,drug_disease
cd147,cypa,drug_gene
polypeptide,hcv,disease_gene
ns5a,fbl2,gene_gene
cypb,cyp,drug_drug
ns5b,csa,drug_gene
cypb,csa,drug_drug
anorexia,disease,disease_disease
viremia,prrsv infection,disease_disease
lavage,pams,gene_treat_procedure
bronchoalveolar lavage,pams,gene_treat_procedure
pams,irf7,gene_gene
protein,rsad2,gene_gene
heat shock 40 kda protein,set,gene_gene
piglet,expression,treat_procedure_species
myalgia,sudden fever,disease_disease
trs,sl,disease_disease
infection,adenovirus infection,disease_disease
virus,viral co-infections,disease_disease
patient,h1n1v,disease_species
sl,illness,symptom_disease
ili,rhv,disease_disease
infection,rhv,disease_disease
respiratory infection,rhv,disease_disease
acute respiratory infection,rhv,disease_disease
2009,pandemic influenza,disease_disease
glycoprotein,ha,disease_gene
iav,ha,disease_disease
ha antigen,antibody,gene_gene
ha,p5,gene_disease
influenza type b virus,anti-p5 serum,gene_disease
goat igg,igg antibody,gene_gene
lentiviruses,h1n1pdm virus,disease_disease
virus,anexils,gene_disease
anexils,antigen,gene_gene
mouse,igg1 antibody,gene_species
antigen,anexils,gene_gene
polymerase,viral nucleocapsid,gene_gene
viral polymerase,viral nucleocapsid,gene_gene
viral nucleocapsid,gene,gene_gene
polymerase,nucleocapsid,gene_gene
viral polymerase,nucleocapsid,gene_gene
viral entry gp precursor,viral nucleocapsid,gene_gene
viral entry gp precursor,nucleocapsid,gene_gene
human tfr1,chpv,disease_gene
tfr1,chpv,disease_gene
vesicle membrane,iron,drug_gene
transferrin,tfr1,gene_gene
human,asparagine,drug_species
lp,injection,treat_procedure_gene
throat,chest infection,disease_disease
ear infection,chest infection,disease_disease
rank,matrix,treat_procedure_gene
presence,fever,disease_treat_procedure
flu,fever,disease_disease
human,influenza,disease_gene
extraction,gene,gene_treat_procedure
public health,infectious disease,disease_disease
public health,disease,disease_disease
multifunctional,lf,disease_gene
protein,lf,disease_gene
extracellular region,protein,gene_gene
protein,recombinant protein,gene_gene
recombinant protein,protein,gene_gene
extracellular region,recombinant protein,gene_gene
human igg fc,protein,gene_gene
human igg fc,recombinant protein,gene_gene
sars pseudovirus,treatment,treat_procedure_species
sars pseudovirus,lf,disease_species
spike protein,infection,disease_gene
sars cov envelope,attachment,treat_procedure_gene
attachment,fusion,gene_treat_procedure
cell membrane,lf,disease_gene
viral infection,lf,disease_disease
infection,lf,disease_disease
cell surface,lf,disease_gene
ace2,hspgs,gene_gene
sars cov infection,hspgs,gene_disease
infection,hspgs,gene_disease
virus,murine coronavirus,disease_disease
virus,hspgs,gene_disease
cell surface,hspgs,gene_gene
hspgs,lf,disease_gene
core protein,hspgs,gene_gene
lung,she,gene_disease
tracheobronchitis,influenza virus infection,disease_disease
past,enterovirus,disease_gene
patient,influenza a,disease_species
woman,treatment,treat_procedure_species
woman,all,gene_species
rare,influenza virus,disease_gene
intervention,influenza immunization,treat_procedure_treat_procedure
hyperemia,liver injury,disease_disease
cns,ifn,gene_disease
herpes simplex virus,infection,disease_disease
sindbis virus,infection,disease_disease
wnv,brain,disease_disease
flu,sars,disease_disease
sars s,vlps,gene_gene
host cell,hcv,disease_gene
3dpol,polymerase,gene_gene
isgs,ifitm protein,gene_gene
reproductive failure,stillbirth,disease_disease
piglet,pmws,disease_species
disease,pmws,disease_disease
pig,ppv,disease_species
simple,lamp,gene_gene
anti-his antibody,expression,treat_procedure_gene
alum,s protein,gene_drug
vlps,m1,gene_gene
h1n1,she,gene_disease
detected,pandemic virus,disease_treat_procedure
detected,h1n1,disease_treat_procedure
poultry disease,infectious bronchitis virus,disease_disease
gammacoronavirus,avian infectious bronchitis virus,disease_disease
poultry disease,avian infectious bronchitis virus,disease_disease
respiratory tract infection,ibv,disease_disease
tract infection,ibv,disease_disease
type i glycoprotein,spike glycoprotein,gene_gene
beaudette,protein,gene_disease
detected,ibv,disease_treat_procedure
rhinovirus,infection,disease_species
base,presence,treat_procedure_gene
prostate cancer,presence,treat_procedure_disease
p48,p46,gene_gene
infection,rabies,disease_disease
livestock,vampire bat rabies,disease_species
hendra virus,flying fox,disease_disease
marv,hemorrhagic fever,disease_species
marv,fever,disease_species
r. aegyptiacus,virus,disease_species
acute respiratory disease,infection,disease_disease
acute disease,infection,disease_disease
respiratory disease,infection,disease_disease
hev,virus,disease_drug
hendra virus,virus,disease_disease
hev,inoculation,treat_procedure_drug
bat,type,disease_gene
niv,consumption,disease_disease
specie,henipaviruses,disease_species
v protein,hev,drug_gene
animal,treatment,treat_procedure_species
rabies,vaccination,treat_procedure_disease
virus,tlr7,gene_disease
virus,tlr9,gene_disease
antigen,ifns,gene_gene
expression,type iii ifns,gene_treat_procedure
utr,anxa2,gene_disease
cytoskeleton,anxa2,gene_gene
ibv,rna,disease_disease
renilla luciferase,luciferase,gene_gene
luciferase reporter,luciferase,gene_gene
rna,pseudoknot,gene_disease
large,presence,treat_procedure_gene
nendou,virus,disease_gene
band,extracted,treat_procedure_gene
tlr9,ssrna,gene_gene
ssrna,tlr8,gene_gene
tlr3,prrs,gene_gene
ssrna,tlr7,gene_gene
traf3,prrs,gene_gene
induction,irf7,gene_treat_procedure
smallpox,orthopoxvirus,disease_disease
nucleus,irf3,gene_gene
sendai virus,stimulation,treat_procedure_disease
tbk1,coronavirus,disease_gene
induction,m protein,gene_treat_procedure
orf,virus,disease_gene
serum,irf3,gene_gene
swine flu,h1n1 virus,disease_disease
h1n1,antigen,gene_disease
arthritis,rash,disease_disease
inoculation,sinv,disease_treat_procedure
expression,ccl5,gene_treat_procedure
expression,cxcl9,gene_treat_procedure
expression,ccl3,gene_treat_procedure
expression,cxcl10,gene_treat_procedure
virus,igg antibody,gene_disease
stomatitis virus,lymphocytic choriomeningitis virus,disease_disease
vesicular stomatitis virus,lymphocytic choriomeningitis virus,disease_disease
clearance,igm,gene_treat_procedure
mouse,igm antibody,gene_species
cns,iga,gene_disease
woman,vaccine,disease_species
receptor,zanamivir,drug_gene
iavs,virus,disease_disease
seasonal influenza vaccine,id,disease_disease
jet injection,antibody,gene_treat_procedure
nucleus,hbc,drug_gene
protein,hbc,drug_gene
glycoprotein,acidification,treat_procedure_gene
gp,cholesterol,drug_gene
d1,cholesterol,drug_gene
viral glycoprotein,acidification,treat_procedure_gene
viral gp,cholesterol,drug_gene
insertion,vaccine,disease_treat_procedure
matrix,vaccine,disease_treat_procedure
patch,vaccine,disease_gene
2009,human papillomavirus,disease_disease
vaccination,patch,gene_treat_procedure
antibody,topical application,treat_procedure_gene
antibody,application,treat_procedure_gene
electroporation,insertion,treat_procedure_treat_procedure
ifn,procedure,treat_procedure_gene
virus,dfa,disease_disease
polyomaviruses,virus,disease_disease
bronchiolitis,polyomaviruses,disease_disease
cdc,h1,gene_disease
ph1n1,influenza,disease_disease
coronavirus,rhinovirus,disease_disease
rsv,rhinovirus,disease_disease
parainfluenza virus,rhinovirus,disease_disease
virus,asthma exacerbation,disease_disease
icu,antibody,gene_disease
otitis,encephalitis,disease_disease
edema,he,disease_disease
cerebral edema,he,disease_disease
pleural effusion,pneumonia,disease_disease
pleural effusion,bacterial pneumonia,disease_disease
ataxia,encephalopathy,disease_disease
child,mechanical ventilation,treat_procedure_species
child,influenza vaccination,treat_procedure_species
mixed infection,virus,disease_disease
cd2,gene,gene_gene
rna,hiv infection,disease_disease
change,detection,treat_procedure_treat_procedure
forward primer,change,treat_procedure_gene
flu,infection,disease_disease
cough,high fever,disease_disease
fever,oseltamivir,drug_disease
lung,he,disease_disease
consolidation,dyspnea,disease_disease
pneumonic consolidation,dyspnea,disease_disease
diminished,cytokine storm,disease_disease
drug administration,delivery,treat_procedure_treat_procedure
influenza virus infection,impact,gene_disease
lung,pattern,gene_disease
2009,hiv,disease_disease
overlapped,rna,disease_treat_procedure
panic,disaster,disease_disease
antisense,luciferase,gene_treat_procedure
pig,aiv,disease_species
sars s protein,treatment,treat_procedure_gene
p24,sars s protein,gene_gene
gag protein,sars s protein,gene_gene
virus,sars s,gene_disease
diarrhea,coronavirus,disease_disease
calf,respiratory tract infection,disease_species
calf,coronavirus,disease_species
severe diarrhea,coronavirus,disease_symptom
respiratory,change,treat_procedure_disease
gene,innatedb,gene_gene
pig,deltacoronavirus,disease_species
pdcov,symptom,symptom_disease
piglet,pdcov,disease_species
pedv,pdcov,disease_disease
diarrhea,pdcov,disease_disease
pedv,pedv,disease_disease
damage,co-infections,disease_gene
sow,pdcov,disease_species
dh2o,wash,gene_drug
cytoplasm,dicer,gene_gene
nef gene,mirna,gene_gene
rna,rex,gene_disease
pattern recognition receptor,tlrs,gene_gene
h1n1,stimulation,treat_procedure_disease
seasonal influenza virus,infection,disease_disease
influenza b virus,influenza infection,disease_disease
major histocompatibility complex class i,stimulation,treat_procedure_gene
influenza virus infection,sneezing,disease_disease
seasonal influenza virus infection,sneezing,disease_disease
detected,sneezing,disease_treat_procedure
human,h5n1 virus infection,disease_species
influenza virus,host,gene_disease
finding,infection,disease_symptom
transport,step,gene_gene
dehydrated,fluid therapy,treat_procedure_disease
infection,coccidiosis,disease_disease
dsrna,rig,gene_gene
lassa virus,type i interferon,gene_species
mhv,irf3,gene_disease
treatment,amantadine,drug_treat_procedure
prophylaxis,amantadine,drug_treat_procedure
nephrotoxicity,acyclovir,drug_disease
patient,acyclovir,drug_species
first line treatment,acyclovir,drug_treat_procedure
dna polymerase gene,virus,disease_gene
valacyclovir,pain,disease_drug
hepatitis b e antigen,lamivudine,drug_gene
influenza a,oseltamivir,drug_disease
therapy,interferon,gene_treat_procedure
acyclovir,hsv,disease_drug
filtration,drug,drug_treat_procedure
fatigue,gastrointestinal symptom,disease_disease
dizziness,gastrointestinal symptom,disease_disease
eosinophilia,syndrome,disease_disease
illness,boceprevir,gene_symptom
telaprevir,infection,disease_drug
sialic acid,mucin,gene_drug
sialic acid,infectious bronchitis virus,disease_drug
acid,infectious bronchitis virus,disease_drug
step,procedure,treat_procedure_gene
trs,nsp3,gene_disease
human,race,gene_species
mutant,fipv,disease_gene
fecv,fipv,disease_disease
cat,finding,symptom_species
fip,coronaviruses,disease_disease
sars coronavirus 3a protein,3c protein,gene_gene
monkey,coronavirus,disease_species
rhesus monkey,coronavirus,disease_species
rna,ssrna,gene_disease
ssrna,viral,disease_gene
viral infection,pamps,gene_disease
infection,pamps,gene_disease
pkr,ebola virus vp35 protein,gene_gene
stimulation,ebola virus vp35 protein,gene_treat_procedure
bunyamwera virus,pkr,gene_disease
intestinal,fecv infection,disease_disease
infection,fecv,disease_disease
nucleotide,cdna,gene_drug
virus,ga,gene_disease
prrsv,ga,gene_disease
ga,virus,disease_gene
restriction fragment length polymorphism,virus,disease_gene
p28,protein,gene_gene
alphacoronaviruses,nsp1,gene_disease
p28,nsp1,gene_gene
alphacoronaviruses,protein,gene_disease
p10,nsp1,gene_gene
infection,mhv nsp1,gene_disease
nucleus,pkr,gene_gene
rhinovirus,respiratory syncytial virus,disease_species
influenza virus,respiratory syncytial virus,disease_disease
gap,herpes virus,disease_gene
bronchiolitis,hmpv,drug_disease
jc virus,polyomaviruses,disease_disease
coding region,genome,gene_gene
protein,coding region,gene_gene
jc virus,protein,gene_disease
bkv,wupyv,disease_disease
blood,wupyv,disease_disease
ibv,cell type,gene_disease
respiratory,wupyv,disease_disease
chicken,cell type,gene_species
respiratory pathogen,wupyv,disease_disease
gene,ibv,disease_gene
cleaved,spike protein,gene_gene
3a,protein,gene_gene
s1 gene,s1 gene,gene_gene
type i ifn,isg15,gene_gene
stimulation,isg15,gene_treat_procedure
removal,isgylation,gene_treat_procedure
usp14,usp2,gene_gene
usp5,usp2,gene_gene
e3 ligase,herc5,gene_gene
polyribosomes,herc5,gene_gene
infection,isg15 conjugate,gene_disease
viral infection,isg15 conjugate,gene_disease
detected,isg15 conjugate,gene_treat_procedure
viral budding,isg15,gene_gene
infection,isg15,gene_disease
influenza,isgylation,gene_disease
ubiquitin,step,gene_gene
variola virus,vaccinia virus,disease_disease
yeast,amino acid,drug_species
small,ubiquitin,gene_gene
poxvirus,canarypox,disease_disease
canarypox virus,fowlpox virus,disease_disease
ubiquitin,vaccinia virus,disease_gene
ubiquitin,herpes simplex virus,disease_gene
ubiquitin,swine fever virus,disease_gene
open reading frame,poxvirus,disease_gene
poxvirus,p28,gene_disease
ubiquitin,expression,treat_procedure_gene
virus,p28,gene_disease
virulence factor,p28,gene_gene
infection,p28,gene_disease
p105,ectromelia virus,disease_gene
p105,monkeypox virus,disease_gene
proteasome,bortezomib,drug_gene
vaccinia virus,infection,disease_disease
rna virus,hantaviruses,disease_disease
bed,expression,treat_procedure_disease
isolation,expression,treat_procedure_treat_procedure
chikungunya virus,sars coronavirus,disease_species
human immunodeficiency virus type 1,sars coronavirus,disease_disease
hantavirus,sin nombre virus,disease_disease
human,zoonosis,disease_species
normal cell,gene,gene_gene
mouse,pei,drug_species
risc,dicer,gene_gene
end,trbp,gene_gene
hepatitis,fa,gene_disease
mirna,mir,gene_gene
major,hcv,disease_disease
tract infection,rsv,disease_disease
respiratory tract infection,rsv,disease_disease
xendou,adrp,gene_gene
influenza c virus,he gene,gene_disease
cleaved,coronaviruses,disease_gene
e protein,coronaviruses,disease_gene
apobec3g,vif,gene_gene
isgs,virus,disease_gene
hcv,gene,gene_disease
phagophore,autophagosome,gene_gene
rna virus,dengue virus,disease_disease
dmvs,autophagosomes,gene_disease
autophagosomes,denv,disease_gene
er,capsid,gene_disease
autophagy,denv,disease_gene
denv infection,autophagosomes,gene_disease
release,delivery,treat_procedure_treat_procedure
delivery,triglyceride,drug_treat_procedure
release,triglyceride,drug_treat_procedure
autophagosomes,autophagy,gene_gene
autophagy,denv infection,disease_gene
denv infection,liver,disease_disease
infectious disease,influenza pandemic,disease_disease
disease,influenza pandemic,disease_disease
er,diversion,treat_procedure_disease
endoplasmic reticulum,diversion,treat_procedure_gene
transport,diversion,treat_procedure_gene
syndrome,dmvs,disease_disease
respiratory syndrome,dmvs,disease_disease
severe acute respiratory syndrome,dmvs,disease_disease
acute respiratory syndrome,dmvs,disease_disease
detected,3a,gene_treat_procedure
antibody,3a,gene_gene
infection,cov,disease_disease
diarrhea,transmissible gastroenteritis virus,disease_disease
diarrhea,gastroenteritis virus,disease_disease
host cell surface,step,gene_gene
virion,step,gene_gene
pp1b,pp1a,gene_gene
rna,rtcs,gene_disease
virus,dsrna,gene_disease
er,e protein,gene_disease
lipid bilayers,er,disease_gene
er,edem1,gene_disease
cytosolic,lc3,gene_gene
protein,lc3,gene_gene
dmvs,edem1,gene_disease
microtubule,lc3,gene_gene
cleaved,s glycoprotein,gene_gene
envelope gene,nsp,gene_gene
rest,p62,gene_gene
presence,autophagosomes,gene_treat_procedure
picornavirus,pv,disease_disease
hrv14,infection,disease_gene
sialic acid,parainfluenza virus,disease_drug
sialic acid,virus,disease_drug
demyelinating disease,jc,disease_disease
jcv,influenza a,disease_disease
receptor,protomers,gene_gene
gd1a,sialic acid,drug_gene
plasma membrane,tlr3,gene_gene
induction,presence,treat_procedure_treat_procedure
receptor,tlr3,gene_gene
ssrna,cp,disease_gene
endosomes,capsid protein,gene_gene
tlr3,jfh1 rna,gene_gene
endosome,virus particle,gene_gene
e. coli,gene,gene_species
acid,insoluble fraction,gene_drug
finding,virus,disease_symptom
finding,respiratory syncytial virus,disease_symptom
baboon,neurological illness,disease_species
hong kong,virus,disease_gene
weak,he,disease_symptom
igm antibody,son,gene_gene
mdef201,treatment,treat_procedure_drug
virus,variola,disease_disease
groove,nsp10,gene_gene
sam,nsp16,gene_drug
nsp16,sars cov nsp10,gene_gene
presence,nsp16,gene_treat_procedure
long,loop,gene_disease
cap,d12,gene_disease
homologous,d12,gene_gene
nsp14,sam,drug_gene
human,nonbacterial gastroenteritis,disease_species
orf1b,astroviruses,disease_gene
gastroenteritis,astrovirus,disease_disease
avastrovirus,feral pigeon astrovirus,disease_disease
rna virus,s2m,gene_disease
people,prevention,treat_procedure_species
epidemic,chikv,disease_disease
sinv,isg15 conjugate,gene_disease
induction,ifn,gene_treat_procedure
isgs,induction,treat_procedure_gene
pic,treatment,treat_procedure_gene
chikv infection,isg15 conjugate,gene_disease
isg15,mutant,gene_gene
chikv infection,isg15,gene_disease
sinv,infection,disease_disease
chikv,isg15,gene_disease
isg15,ns1 protein,gene_gene
detected,cdna,gene_treat_procedure
e protein,cytosol,gene_gene
presence,e protein,gene_treat_procedure
infection,viral glycoprotein,gene_disease
thapsigargin,expression,treat_procedure_drug
gene s,serine,drug_gene
acute fever,arenavirus,disease_disease
human,arenavirus,disease_species
haemorrhagic fever,arenavirus,disease_disease
fever,arenavirus,disease_disease
change,gp2,gene_treat_procedure
infection,tfr1,gene_disease
receptor,lcmv,disease_gene
plasma,tfr1,gene_gene
deferoxamine,treatment,treat_procedure_drug
tfr1,iron deficiency,disease_gene
h1n1,virus infection,disease_disease
haematological malignancy,intellectual disability,disease_disease
malignancy,intellectual disability,disease_disease
discussion,triage,treat_procedure_treat_procedure
person,urgency,disease_species
sick,treatment,treat_procedure_symptom
emergency care,triage,treat_procedure_treat_procedure
atp,vitamin b12,drug_drug
anosmia,hypogonadotropic hypogonadism,disease_disease
stimulation,dopamine,drug_treat_procedure
lytic infection,expression,treat_procedure_disease
rna,xrn1,gene_disease
presence,18 rrna,gene_treat_procedure
pol,18 rrna,gene_gene
ifitm3,influenza virus,disease_gene
ifitm3,ifn,gene_gene
ifitm3,ifitm3,gene_gene
high fever,sars,disease_disease
antibody,step,gene_gene
lamp1,ifitm3,gene_gene
influenza,gtpase,gene_disease
virus,ifn,gene_disease
attachment,ifitm3,gene_treat_procedure
patient,wsn,disease_species
herpes simplex virus 1,human genome,gene_disease
human herpesvirus 6,genome,gene_disease
jc virus,genome,gene_disease
varicella zoster virus,genome,gene_disease
varicella zoster virus,human genome,gene_disease
jc virus,human genome,gene_disease
herpes simplex virus 1,genome,gene_disease
human herpesvirus 6,human genome,gene_disease
detected,aav,disease_treat_procedure
blood,aav,disease_disease
illness,aav,disease_symptom
xanthine oxidase,h2o2,drug_gene
operation,reduction,treat_procedure_treat_procedure
trachea,tube,gene_disease
ag,presence,treat_procedure_drug
disease,cryptosporidium,drug_disease
cat,co-infection,disease_species
diarrhoea,fcov,disease_disease
respiratory illness,middle east respiratory syndrome coronavirus,disease_disease
illness,middle east respiratory syndrome coronavirus,disease_symptom
protein,methyltransferase,gene_gene
infection,fibrillarin,gene_disease
dialysis,urea,drug_treat_procedure
tris,rna,disease_drug
green fluorescent protein,rna,disease_gene
fluorescent protein,rna,disease_gene
plant virus,fibrillarin,gene_disease
fibrillarin,sam,drug_gene
rna,fibrillarin,gene_disease
specie,fibrillarin,gene_species
homology,mtases,gene_gene
mass,open reading frame,gene_gene
protein,open reading frame,gene_gene
homology,cxcl10 protein,gene_gene
disease,cxcl10,gene_disease
infectious disease,cxcl10,gene_disease
cytokeratin 17,cxcl10,gene_gene
cxc chemokine,cxcl10,gene_gene
mammary tumor,cxcl10,gene_disease
tumor,cxcl10,gene_disease
protein kinase a,cxcl10,gene_gene
jak1,expression,treat_procedure_gene
raf,expression,treat_procedure_gene
presence,cxcl10,gene_treat_procedure
cryptosporidiosis,cxcl10,gene_disease
malaria,cxcl10,gene_disease
chemotherapy,hiv infection,disease_treat_procedure
malaria,filariasis,disease_disease
malaria,hiv infection,disease_disease
antibody,colitis,disease_gene
cxcl10,colitis,disease_gene
obstruction,cough,disease_disease
pneumonia,bronchitis,disease_disease
