object,subject,relation
dog,civ,disease_species
presence,civ,disease_treat_procedure
wave,infection,disease_gene
infection,zoonosis,disease_disease
dsrna,polymerase,gene_gene
triphosphate,ntp,drug_drug
aspartate,histidine,drug_drug
polypeptide,all,gene_gene
bovine viral diarrhoea virus,rdrp,gene_disease
bvdv,rdrp,gene_disease
nucleotide,rdrp,gene_drug
rna virus,rdrps,gene_disease
histidine,ribose,drug_drug
phosphate,asparagine,drug_drug
aspartate,nucleotide,drug_drug
ntp,change,treat_procedure_drug
receptor,open reading frame,gene_gene
immunodeficiency virus,infection,disease_disease
human immunodeficiency virus,infection,disease_disease
disorder,vasculitides,disease_disease
presence,c allele,gene_treat_procedure
hypersensitivity,disease,disease_disease
type,disease,disease_disease
antibody,fcr,gene_gene
cytosol,sting,gene_gene
hcv,stimulation,treat_procedure_disease
tlr,tlr,gene_gene
ifn,influenza virus,disease_gene
recruitment,ifn,gene_disease
tissue,ifn,gene_disease
immunosuppression,ifn,gene_disease
patient,hcv,disease_species
ifnar1,ifnar,gene_gene
tyrosine kinase 2,ifnar,gene_gene
ifn,stimulation,treat_procedure_gene
t cell receptor,induction,treat_procedure_gene
ifn,mutant,gene_gene
demyelination,meningoencephalitis,disease_disease
myelitis,meningoencephalitis,disease_disease
presence,inoculation,treat_procedure_treat_procedure
mouse,inoculation,treat_procedure_species
recruitment,ccl2,gene_disease
microglia,ccl2,gene_disease
microglia,hiv,disease_disease
infertility,influenza,disease_disease
human,hypercytokinemia,disease_species
multi-organ failure,distress syndrome,disease_disease
multi-organ failure,acute respiratory distress syndrome,disease_disease
multi-organ failure,respiratory distress syndrome,disease_disease
ifnar1,gene,gene_gene
detection,illness,symptom_treat_procedure
recruitment,detected,treat_procedure_disease
ifn protein,infection,disease_gene
ifn protein,viral infection,disease_gene
hub,irf7,gene_gene
cold,asthmatic,disease_disease
impact,adjustment,treat_procedure_gene
detected,release,treat_procedure_treat_procedure
critical,intervention,treat_procedure_disease
2009,pandemic influenza a,disease_disease
grid,matrix,treat_procedure_gene
influenza,treatment,treat_procedure_disease
innate immunity activator,expression,treat_procedure_gene
expression,ifn,gene_treat_procedure
ifn,treatment,treat_procedure_gene
expression,probe,gene_treat_procedure
expression,isgs,gene_treat_procedure
antisense,12,gene_treat_procedure
dnase,hypersensitivity,disease_gene
nuclear,gapdh,gene_gene
cytoplasm,gapdh,gene_gene
type i ifn,gene,gene_gene
virus,hcv,disease_disease
chronic,hcv,disease_disease
infection,therapy,treat_procedure_disease
acute respiratory infection,therapy,treat_procedure_disease
influenza a infection,therapy,treat_procedure_disease
acute infection,therapy,treat_procedure_disease
influenza a infection,antiviral therapy,treat_procedure_disease
respiratory infection,therapy,treat_procedure_disease
impact,finding,symptom_gene
disease,avian influenza virus,disease_disease
host,set,gene_gene
tobacco,potyvirus,disease_species
hiv 1,chimp,gene_species
host,phage,disease_gene
avian influenza,infection,disease_disease
nucleocapsid protein,set,gene_gene
nucleocapsid,set,gene_gene
class i fusion protein,type i membrane protein,gene_gene
mhv,infection,disease_disease
early gene,mhv infection,disease_gene
gene,mhv infection,disease_gene
mhv infection,reduction,treat_procedure_disease
bafa1,infection,disease_gene
wild type,mhv,disease_gene
type,mhv,disease_disease
lysosomal protease,fipv,disease_gene
eipa,fusion,gene_drug
elevation,mhv,disease_treat_procedure
rest,e2,gene_gene
nucleotide,realignment,treat_procedure_drug
stimulation,rdrps,gene_treat_procedure
rna,rdrps,gene_disease
triad,serine protease,gene_gene
child,fever,disease_species
extraction,nt,gene_treat_procedure
syn,guanine,drug_gene
core,guanine,drug_gene
creation,aid,disease_treat_procedure
vaccine,pandemic,disease_disease
treatment,vaccine,disease_treat_procedure
infection,ns1,gene_disease
ns1,g4,gene_gene
virus,severe acute respiratory syndrome coronavirus,disease_disease
virus,syndrome coronavirus,disease_disease
enveloped virus,acute respiratory syndrome coronavirus,disease_disease
virus,acute respiratory syndrome coronavirus,disease_disease
enveloped virus,severe acute respiratory syndrome coronavirus,disease_disease
enveloped virus,respiratory syndrome coronavirus,disease_disease
enveloped virus,syndrome coronavirus,disease_disease
virus,respiratory syndrome coronavirus,disease_disease
small,hdv,disease_gene
men,cm,disease_gene
men,sex,gene_gene
seasonal influenza,cp,disease_disease
influenza,cp,disease_disease
patient,arf,disease_species
antibody,iav,disease_gene
inflammation,lung,disease_disease
protein,pm,disease_gene
same,amino acid,drug_disease
gastroenteritis virus,coronavirus,disease_disease
transmissible gastroenteritis virus,coronavirus,disease_species
murine coronavirus,coronavirus,disease_species
coronavirus,coronavirus,disease_disease
hemagglutinating encephalomyelitis virus,coronavirus,disease_disease
major,eids,disease_disease
diarrheal disease,rna virus,disease_disease
disease,rna virus,disease_disease
critical,application,treat_procedure_disease
cell wall,monolayer,drug_gene
bacillus anthracis,construction,treat_procedure_species
attachment,fibronectin,gene_treat_procedure
membrane,matrix protein m1,gene_gene
viral membrane,matrix protein m1,gene_gene
cell,transport,gene_gene
actin cytoskeleton,virus,disease_gene
annexin a2,influenza virus,disease_gene
hcmv,presence,treat_procedure_species
best,cd81,gene_gene
change,cypa,gene_treat_procedure
target cell,cypa,gene_gene
vsv,cypa,gene_disease
vesicular stomatitis virus,cypa,gene_disease
stomatitis virus,cypa,gene_disease
insertion,expression,treat_procedure_treat_procedure
induction,fusion protein,gene_treat_procedure
mouse,fusion,gene_species
chromosome,fusion,gene_gene
c. difficile infection,passive immunization,treat_procedure_disease
c. difficile infection,immunization,treat_procedure_disease
vaccine,inclusion,gene_disease
act,task,gene_gene
change,expression,treat_procedure_treat_procedure
disease,hand foot mouth disease,disease_disease
membrane,membrane,gene_gene
membrane,outer membrane,gene_gene
enlarged,intermembrane space,gene_treat_procedure
swollen,cristae,gene_disease
mitochondrial dysfunction,viral infection,disease_disease
type i ifn,stimulation,treat_procedure_gene
virus,ifit1,gene_disease
detected,ifit protein,gene_treat_procedure
cap,ifit1,gene_disease
type,rna,disease_disease
wild type,rna,disease_gene
hcv infection,type i ifn,gene_disease
expression,hcv infection,disease_treat_procedure
herpesvirus,ebv,disease_disease
human,ebv,disease_species
ebv,inoculation,treat_procedure_disease
ebv,infection,disease_disease
heavy chain,fusion protein,gene_gene
fusion protein,vaccination,treat_procedure_gene
hypofibrinogenemia,coagulopathy,disease_disease
liver,normocytic anemia,disease_disease
liver,anemia,disease_disease
mouse,arthritis,disease_species
ebv,bzlf1,gene_disease
mouse,xenotransplantation,treat_procedure_species
ebv,mouse,gene_disease
vaccine,protein,gene_disease
alum,alum,drug_drug
splenocytes,il,gene_gene
alum,th1,disease_drug
antibody,vaccination,treat_procedure_gene
condition,respiratory tract infection,disease_disease
common cold,jc,disease_disease
cold,jc,disease_disease
respiratory virus,common cold,disease_disease
virus,common cold,disease_disease
disease,cold,disease_disease
disease,common cold,disease_disease
patient,rhinovirus,disease_species
respiratory symptom,change,treat_procedure_disease
detection,piv,disease_treat_procedure
gastrointestinal symptom,hemoptysis,disease_disease
patient,leukocytosis,disease_species
superinfection,virus infection,disease_disease
fcov,canine coronavirus,disease_disease
cat,coronavirus,disease_species
receptor,aminopeptidase n,gene_gene
horseradish peroxidase,membrane,gene_gene
fcov,infection,disease_disease
cat,type i,gene_species
fcov,co-infection,disease_disease
fcovs,infection,disease_disease
major,cov,disease_disease
rsv a,virus,disease_disease
rv,virus,disease_disease
respiratory virus,presence,treat_procedure_disease
hmpv,respiratory tract illness,disease_drug
nucleoside,ribavirin,drug_drug
immunosuppressive therapy,disease,disease_treat_procedure
therapy,disease,disease_treat_procedure
osteopetrosis,aplastic anemia,disease_disease
osteopetrosis,anemia,disease_disease
rsv,infection,disease_disease
patient,hmpv,drug_species
2009,anthrax,disease_disease
vaccinia virus,full length s protein,gene_disease
full length s protein,vaccination,treat_procedure_gene
virus,s protein,gene_disease
respiratory,virus,disease_disease
structural analysis,s protein,gene_treat_procedure
infiltration,h5n1,disease_treat_procedure
infiltration,clearance,treat_procedure_treat_procedure
pr8,mouse,gene_disease
bm,blood,disease_disease
infection,lung inflammation,disease_disease
expression,recruitment,disease_treat_procedure
ccl7,ccl2,gene_gene
p53,lana,gene_gene
gene,rta,gene_gene
horseradish peroxidase,goat anti-rabbit igg,gene_gene
horseradish peroxidase,goat igg,gene_gene
detected,tubulin,gene_treat_procedure
rp1,treatment,treat_procedure_drug
rp1,ifa,gene_drug
immediate early gene,rta,gene_gene
expression,methotrexate,drug_treat_procedure
recruitment,type i ifn,gene_disease
recruitment,expression,treat_procedure_disease
face,public health,disease_disease
pulmonary lesion,pulmonary infection,disease_disease
pulmonary lesion,infection,disease_disease
chronic respiratory disease,disease,disease_disease
respiratory disease,disease,disease_disease
animal study,obesity,disease_species
infectious,obesity,disease_disease
infectious,diabetes,disease_disease
systemic inflammation,rhinovirus infection,disease_disease
inflammation,rhinovirus infection,disease_disease
impact,damage,gene_gene
glutathione,gsh,drug_drug
oxidized glutathione,gsh,drug_gene
patient,disorder,disease_species
ampk,glucagon,gene_gene
ampk,insulin,gene_gene
cytoplasm,nrf2,gene_gene
m2,ampk,gene_gene
m1,ampk,gene_gene
nrf2,ampk,gene_gene
nucleus,ampk,gene_gene
microglia,ampk,gene_disease
lp,bbr,drug_gene
gene,bbr,drug_gene
change,covid-19,disease_treat_procedure
light,aim,gene_gene
triage,impact,gene_treat_procedure
epidemic,chronic pain,disease_disease
epidemic,pain,disease_disease
epidemic,recurrent abdominal pain,symptom_disease
epidemic,abdominal pain,disease_disease
epidemic,chronic abdominal pain,symptom_disease
extended,quarantine,drug_gene
neurotrophin,bdnf,gene_gene
inflammation,imbalance,symptom_disease
h2o2,treatment,treat_procedure_drug
cns,coronavirus,disease_disease
food intolerance,recurrent vomiting,symptom_disease
respiratory involvement,coronaviruses,disease_disease
cytokine storm,coronaviruses,disease_disease
demyelination,cns inflammation,disease_disease
hcq,treatment,treat_procedure_drug
antiviral,hcq,drug_gene
acid,ga,gene_drug
glycyrrhetinic acid,ga,gene_drug
2009,chronic hepatitis c,disease_disease
end,antigen,gene_gene
end,viral antigen,gene_gene
poliovirus,drug,drug_disease
membrane,saponin,drug_gene
infection,drug,drug_disease
li,drug,drug_drug
cholesterol,saponin,drug_drug
membrane,drug,drug_gene
attachment,infection,disease_treat_procedure
hiv,drug,drug_disease
recruitment,treatment,treat_procedure_disease
expression,chloroquine,drug_treat_procedure
malaria parasite,lactate dehydrogenase,gene_disease
autophagy,coronavirus infection,disease_gene
porcine circovirus type 2,autophagy,gene_disease
autophagy,release,treat_procedure_gene
angioplasty,therapy,treat_procedure_treat_procedure
surgery,surgery,treat_procedure_treat_procedure
renal transplantation,dexmedetomidine,drug_treat_procedure
best,bone graft,treat_procedure_gene
virus,covid-19,disease_disease
virus associated,covid-19,disease_disease
coughing,virus,disease_disease
testosterone,men,gene_drug
testosterone,sex,gene_drug
men,stimulation,treat_procedure_gene
revascularization,unstable angina,disease_treat_procedure
revascularization,angina,symptom_treat_procedure
hypertension,unstable angina pectoris,disease_disease
human,middle east respiratory syndrome,disease_species
disease,mers,disease_disease
detected,ebola virus,disease_treat_procedure
zaire,ebola virus,disease_species
epidemic,ebola virus,disease_disease
infection,zika virus,disease_disease
hong kong,end,gene_gene
public health,pandemic,disease_disease
virus,pm,gene_disease
vector,pm,gene_species
detected,thrombocytopenia,disease_treat_procedure
leukopenia,influenza infection,disease_disease
dengue,acute febrile illness,disease_disease
er,acute febrile illness,disease_disease
influenza,lymphopenia,disease_disease
upper respiratory tract infection,influenza,disease_disease
tract infection,influenza,disease_disease
respiratory tract infection,influenza,disease_disease
rhabdomyolysis,myocarditis,disease_disease
gastrointestinal bleeding,myocarditis,disease_disease
intracranial hemorrhage,myocarditis,disease_disease
hemorrhage,myocarditis,disease_disease
depression,tube feeding,treat_procedure_disease
intubation,intubation,treat_procedure_treat_procedure
calf,intubation,treat_procedure_species
epidemic,early intervention,treat_procedure_disease
epidemic,intervention,treat_procedure_disease
human,epidemic,disease_species
tmprss2,sars cov,disease_gene
cell,viral membrane,gene_gene
cell,membrane,gene_gene
membrane,hb,drug_gene
treatment,sars cov,disease_treat_procedure
target cell,sars cov,disease_gene
s protein,antibody,gene_gene
coronavirus,antibody,gene_disease
ra,ace2,gene_gene
chronic pancreatitis,drug,drug_disease
pancreatitis,drug,drug_disease
sars cov,monoclonal antibody,drug_disease
tlr3,p53,gene_gene
tlr9,tlr3,gene_gene
detected,p53,gene_treat_procedure
p53,luciferase,gene_gene
cdc,hong kong,gene_disease
inflammation,lung injury,disease_disease
inflammation,acute lung injury,disease_disease
pulmonary inflammation,lung injury,disease_disease
pulmonary inflammation,acute lung injury,disease_disease
acute lung injury,treatment,treat_procedure_disease
therapy,respiratory distress syndrome,disease_treat_procedure
multimodal therapy,acute respiratory distress syndrome,disease_treat_procedure
multimodal therapy,distress syndrome,disease_treat_procedure
multimodal therapy,respiratory distress syndrome,disease_treat_procedure
therapy,acute respiratory distress syndrome,disease_treat_procedure
therapy,distress syndrome,disease_treat_procedure
airway,sars cov,disease_gene
infusion,thrombocytopenia,disease_treat_procedure
disease,treatment,treat_procedure_disease
treatment,thalidomide,drug_treat_procedure
respiratory syncytial virus,zika virus,disease_disease
local therapy,drug administration,treat_procedure_treat_procedure
systemic therapy,drug administration,treat_procedure_treat_procedure
therapy,drug administration,treat_procedure_treat_procedure
hepatitis c virus,zika virus,disease_disease
patient,air,gene_species
host,infectious agent,disease_gene
painful,shingle,disease_symptom
virus,blood,disease_disease
hepatitis,hepatitis b virus,disease_disease
acute hepatitis,hepatitis b virus,disease_disease
hepatitis,hepatitis c virus,disease_disease
disease,cytomegalovirus,disease_disease
inflammation,virus,disease_disease
rare,disease,disease_gene
contact dermatitis,allergy,disease_disease
patient,blood,disease_species
pandemic,pandemic,disease_disease
patient,covid pandemic,disease_species
congenital disease,trpv4,gene_disease
disease,trpv4,gene_disease
pore,constriction,gene_gene
type,trpv4,gene_disease
trpv4,trpv4,gene_gene
act,expression,treat_procedure_gene
trpv4,functional recovery,symptom_gene
ca2,h2o2,drug_drug
trpv4,h2o2,drug_gene
injury,trpv4,gene_disease
no,lp,gene_drug
ca2,lp,gene_drug
trpv4,release,treat_procedure_gene
acid,vegf,gene_drug
hydrochloric acid,vegf,gene_drug
inflammation,vegf,gene_disease
injury,vegf,gene_disease
patient,trpv4,gene_species
expression,wnks,gene_treat_procedure
cell,trpv4,gene_gene
trpv4,renal insufficiency,disease_gene
trpv4,pc1,gene_gene
fusion protein,splenocytes,gene_gene
antibody,splenocytes,gene_gene
itch,itch,disease_disease
keratinocytes,trpv4,gene_gene
injection water,itch,disease_drug
injection,itch,disease_treat_procedure
release,itch,disease_treat_procedure
itch,chloroquine,drug_disease
pruritus,trpv4,gene_disease
trpv4,itch,disease_gene
reduction,psoriasis,disease_treat_procedure
acute disease,virus,disease_disease
acute respiratory disease,virus,disease_disease
covid-19,lymphocytopenia,disease_disease
gene,apoe,gene_gene
treatment,right,disease_treat_procedure
community,intervention,treat_procedure_disease
acute respiratory syndrome coronavirus 2,virus,disease_disease
severe acute respiratory syndrome coronavirus 2,virus,disease_disease
disease,covid-19,disease_disease
zoonotic disease,covid-19,disease_disease
detected,covid-19,disease_treat_procedure
pig,lung lesion,disease_species
finding,lung lesion,disease_symptom
detected,lung lesion,disease_treat_procedure
macrophage,sars cov,disease_gene
inflammation,hypoxia,disease_disease
lung inflammation,expression,treat_procedure_disease
inflammation,expression,treat_procedure_disease
injury,ace,drug_disease
ards,damage,gene_disease
recruitment,damage,gene_disease
sepsis,ards,disease_disease
edema,she,gene_disease
diabetes,cardiovascular disease,disease_disease
prediabetes,disease,disease_disease
disease,cardiovascular disease,disease_disease
diabetes,disease,disease_disease
musculoskeletal disease,cardiovascular disease,disease_disease
prediabetes,cardiovascular disease,disease_disease
respiratory disease,cardiovascular disease,disease_disease
musculoskeletal disease,disease,disease_disease
people,plan,disease_species
supervision,gps,gene_treat_procedure
people,anxiety,disease_species
patient,leukapheresis,treat_procedure_species
fever,cr,disease_disease
c3,c3 convertase,gene_drug
patient,angiopoietin 2,gene_species
diabetes,complement,gene_disease
person,covid-19,disease_species
eia,inclusion,gene_disease
hong kong,severe acute respiratory syndrome coronavirus,disease_gene
hong kong,respiratory syndrome coronavirus,disease_gene
hong kong,acute respiratory syndrome coronavirus,disease_gene
hong kong,syndrome coronavirus,disease_gene
detected,rna,disease_treat_procedure
fluid,rna,disease_disease
rna virus,virus,disease_disease
eif3,ire,gene_gene
positioning,hcv ire,gene_treat_procedure
eif4g,hcv ire,gene_gene
replacement,hcv ire,gene_treat_procedure
replacement,positioning,treat_procedure_treat_procedure
2009,rev protein,gene_disease
gag,ribosome,gene_gene
sl2,sl3,gene_gene
sl2,sl1,gene_gene
bmh,sl1,gene_gene
lymphopenia,sars cov,disease_disease
lymphopenia,oxygen administration,treat_procedure_disease
air,ozone,drug_gene
coryza,headache,disease_disease
participant,psychological distress,disease_species
mers,pep,gene_disease
withdrawal,pace,gene_treat_procedure
hiv infection,reduction,treat_procedure_disease
reduction,h5n1 infection,disease_treat_procedure
reduction,h5n1 viral infection,disease_treat_procedure
presence,cell line,gene_treat_procedure
ago1,gastric cancer,disease_gene
ago1,cancer,disease_gene
anti-angiogenesis,ago1,gene_treat_procedure
liver,obesity,disease_disease
ad,alzheimer,disease_disease
ser1,s1,drug_drug
his41,s1,drug_drug
m pro,his41,drug_gene
contagious,disease,disease_disease
thrombosis,fibrosis,disease_disease
influenza virus,treatment,treat_procedure_disease
inflammatory bowel disease,liver damage,disease_disease
acute lung injury,presence,treat_procedure_disease
lung injury,presence,treat_procedure_disease
patient,stimulation,treat_procedure_species
animal health,public health,disease_disease
cat,obesity,disease_species
dog,expression,treat_procedure_species
dog,infection,disease_species
human,rat bite fever,disease_species
monkeypox,zoonosis,disease_disease
larva migrans,toxocarosis,disease_disease
ocular larva migrans,toxocarosis,disease_disease
impact,step,gene_gene
people,public,disease_species
patient,zoonotic disease,disease_species
zoonotic disease,public,disease_disease
protein,rna,disease_gene
tnfα,expression,treat_procedure_gene
coronavirus,infection,disease_disease
disease,expression,treat_procedure_disease
anxiety,reduction,treat_procedure_disease
repair,therapy,treat_procedure_treat_procedure
liver,depression,disease_disease
deficiency,step,gene_disease
lp,aki,disease_gene
tumor suppressor gene,expression,treat_procedure_gene
calcium,lp,gene_drug
gap,large,gene_gene
quarantine,health problem,disease_drug
quarantine,mental health problem,disease_drug
nose,covid-19,disease_disease
neurological disease,sars cov,disease_disease
disease,sars cov,disease_disease
detected,monocyte,gene_treat_procedure
covid-19,fever,disease_disease
headache,secondary infection,disease_disease
headache,infection,disease_disease
systemic inflammatory response syndrome,pneumonia,disease_disease
sir,pneumonia,disease_disease
early intervention,damage,gene_treat_procedure
intervention,damage,gene_treat_procedure
cns,cov infection,disease_disease
acute disease,hypoxia,disease_disease
disease,hypoxia,disease_disease
cerebrovascular disease,hypoxia,disease_disease
acute cerebrovascular disease,hypoxia,disease_disease
lung,receptor,gene_disease
ace2 receptor,virus,disease_gene
hit,covid pandemic,disease_disease
dysfunction,impact,gene_disease
woman,men,gene_species
men,virus,disease_gene
infectious disease,covid-19,disease_disease
infectious,covid-19,disease_disease
mirna,helicase,gene_gene
cf,mir,gene_disease
therapy,mir,gene_treat_procedure
cf,prevention,treat_procedure_disease
expression,lp,gene_treat_procedure
therapy,viral infection,disease_treat_procedure
expression,influenza virus,disease_treat_procedure
airway,influenza virus,disease_gene
severe infection,coronaviruses,disease_disease
detected,cryptosporidium,drug_treat_procedure
calf,diarrhoea,disease_species
diet,supplementation,treat_procedure_treat_procedure
critical,supplementation,treat_procedure_disease
patient,body,gene_species
impact,induction,treat_procedure_gene
human,obesity,disease_species
lactococcus lactis,foxp3,gene_species
psa,psa,gene_gene
2009,obesity,disease_disease
diet,change,treat_procedure_treat_procedure
lung inflammation,influenza virus,disease_disease
injury,lung inflammation,disease_disease
gsh,sendai virus,disease_drug
nucleus,nrf2,gene_gene
mouse,nac,drug_species
rsv,nac,drug_disease
protein disulfide isomerase,treatment,treat_procedure_gene
nucleus,rv,disease_gene
ebv,rv,disease_disease
green tea,egcg,drug_species
spice,curcumin,drug_gene
cold,vitamin c,drug_disease
isolation,covid pandemic,disease_treat_procedure
depression,anxiety,disease_disease
tract infection,illness,symptom_disease
tract infection,respiratory illness,disease_disease
critical,aid,disease_disease
sore throat,respiratory symptom,disease_disease
lower respiratory tract symptom,throat,disease_disease
respiratory tract symptom,throat,disease_disease
symptom,respiratory symptom,disease_symptom
lower respiratory tract symptom,sore throat,disease_disease
patient,fever,disease_species
throat,respiratory symptom,disease_disease
impact,covid-19,disease_gene
diet,presence,treat_procedure_treat_procedure
ampk,sirtuins,gene_gene
cytoplasm,sirtuins,gene_gene
child,disinfect,treat_procedure_species
presence,dam,gene_treat_procedure
psychiatric disorder,ptsd,disease_disease
disorder,ptsd,disease_disease
coronavirus,type,disease_disease
coronavirus,coronaviruses,disease_disease
coronavirus,chloroquine,drug_disease
coronavirus,hydroxychloroquine,drug_disease
drug,presence,treat_procedure_drug
detection,epidemic,disease_treat_procedure
hong kong,epidemic,disease_gene
guidance,disaster,disease_treat_procedure
human,picornavirus,disease_species
community,enterovirus,disease_disease
child,hpev,disease_species
human,acute gastroenteritis,disease_species
rna dependent rna polymerase,rna virus,disease_gene
rna polymerase,rna virus,disease_gene
cancer,antibody,gene_disease
thioredoxin,fusion protein,gene_gene
antibody,fc fusion protein,gene_gene
ubiquitin,e3 ubiquitin ligase,gene_gene
ubiquitin,e1,gene_gene
envelope,cell,gene_gene
nucleus,polyubiquitin chain,gene_gene
virus infection,dsrna,gene_disease
e3 ubiquitin ligase,trim25,gene_gene
polyubiquitin,e3s,gene_gene
riplet,polyubiquitin,gene_gene
rig,e3s,gene_gene
dub,viral protease,gene_drug
rig,dub,drug_gene
step,rna virus,disease_gene
hsv,dub,drug_disease
iκb,dub,drug_gene
hsv,viral dub,gene_disease
iκb,viral dub,gene_gene
hbv infection,hbx protein,gene_disease
angiomotin,virus,disease_gene
gag,protein,gene_gene
gp,cat,disease_gene
abdominocentesis,cat,disease_disease
disease,immunodeficiency,disease_disease
chicken,infectious bronchitis virus,disease_species
respiratory disease,immunodeficiency,disease_disease
rivm,virus,disease_disease
app,app,gene_gene
patient,ed,disease_species
isolation,triage,treat_procedure_treat_procedure
triage,cdc,disease_treat_procedure
2009,h1n1 influenza pandemic,disease_disease
extubation,intubation,treat_procedure_treat_procedure
laparoscopy,virus,disease_treat_procedure
carbon dioxide,virus,disease_drug
drug,arbidol,drug_drug
body,arbidol,drug_gene
dizziness,nausea,disease_disease
diarrhea,nausea,disease_disease
human immunodeficiency virus,lopinavir,drug_disease
immunodeficiency virus,lopinavir,drug_disease
human,lopinavir,drug_gene
hiv 1,lopinavir,drug_species
type,lopinavir,drug_disease
hiv type 1,lopinavir,drug_species
protease inhibitor,infection,disease_treat_procedure
lopinavir,infection,disease_drug
liver,lopinavir,drug_disease
respiratory virus,ribavirin,drug_disease
respiratory syncytial virus,ribavirin,drug_disease
rna dependent rna polymerase,ribavirin,drug_gene
inosine monophosphate dehydrogenase,ribavirin,drug_gene
viral polymerase,remdesivir,drug_gene
presence,remdesivir,drug_treat_procedure
revaccination,vaccination,treat_procedure_treat_procedure
body,stigma,gene_gene
mouse,eugenol,drug_species
broiler,supplementation,treat_procedure_species
broiler,treatment,treat_procedure_species
treat,manipulation,treat_procedure_treat_procedure
human,fungal infection,disease_species
fibrinogen,n protein,gene_gene
prothrombin,coagulase,gene_gene
s. aureus,prothrombin,gene_species
patient,direct infection,disease_species
ace2 mrna,infection,disease_gene
girl,men,gene_species
disinfection,virus,disease_treat_procedure
virus infection,respiratory syndrome coronavirus,disease_disease
respiratory virus infection,respiratory syndrome coronavirus,disease_disease
virus infection,syndrome coronavirus,disease_disease
respiratory virus infection,syndrome coronavirus,disease_disease
respiratory virus infection,severe acute respiratory syndrome coronavirus,disease_disease
virus infection,severe acute respiratory syndrome coronavirus,disease_disease
virus infection,acute respiratory syndrome coronavirus,disease_disease
virus infection,influenza,disease_disease
respiratory virus infection,acute respiratory syndrome coronavirus,disease_disease
immunosuppression,reovirus,disease_disease
immunosuppression,pneumovirus infection,disease_disease
liver,necrosis,disease_disease
necrosis,congestion,disease_disease
necrosis,hemorrhage,disease_disease
liver,hemorrhage,disease_disease
necrosis,edema,disease_disease
patient,cdc,disease_species
pneumonia,leukopenia,disease_disease
pneumonia,thrombocytopenia,disease_disease
pneumonia,lymphopenia,disease_disease
creatine phosphokinase,blood,disease_gene
expression,release,treat_procedure_treat_procedure
fatty acid,triglyceride,drug_drug
receptor,s protein,gene_gene
antigen,s protein,gene_gene
heme,orf3a,gene_drug
heme,orf1ab,gene_drug
carbon dioxide,oxygen,drug_drug
porphyrin,iron,drug_drug
orf1ab,s protein,gene_gene
treatment,chloroquine,drug_treat_procedure
heme,porphyrin,drug_drug
antiviral,arb,disease_gene
viral infection,arb,disease_disease
infection,arb,disease_disease
autophagy,niclosamide,drug_gene
ace2,niclosamide,drug_gene
virus,type,disease_disease
remdesivir,viral rdrp,gene_drug
remdesivir,rdrp,gene_drug
woman,favipiravir,drug_species
era,typhoid,disease_disease
era,cholera,disease_disease
graphene,s protein,gene_drug
impact,aim,gene_gene
severe,condition,disease_disease
release,fusion,gene_treat_procedure
e protein,release,treat_procedure_gene
endoplasmic reticulum,envelope protein,gene_gene
human,zn,drug_species
2009,rna polymerase,gene_disease
replicase polyproteins,zn2,drug_gene
zn,chloroquine,drug_drug
child,rda,gene_species
pneumonia,enlargement,treat_procedure_disease
patient,severe acute respiratory syndrome coronavirus 2,disease_species
systemic therapy,corticosteroid,drug_treat_procedure
therapy,corticosteroid,drug_treat_procedure
confusion,panic,disease_disease
dry cough,fever,disease_disease
stroke,disease,disease_disease
patient,cerebrovascular disease,disease_species
stroke,cerebrovascular disease,disease_disease
sars,coronaviruses,disease_disease
virus,tissue,disease_disease
sin,disease,disease_gene
expression,disease,disease_treat_procedure
typhus,plague,disease_disease
typhus,bubonic plague,disease_disease
therapy,pneumonia,disease_treat_procedure
coronaviruses,ace2,gene_disease
patient,expression,treat_procedure_species
ards,injection,treat_procedure_disease
mhc,transplantation,treat_procedure_gene
integrins,lipid bilayers,gene_gene
membrane,tetraspanins,gene_gene
tregs,il,gene_gene
therapy,organ failure,disease_treat_procedure
itching,change,treat_procedure_disease
horse,virus,disease_species
change,porcine respiratory coronavirus,disease_treat_procedure
transmissible gastroenteritis virus,porcine respiratory coronavirus,disease_disease
change,coronavirus,disease_treat_procedure
pig,disease,disease_species
patient,ferret,gene_species
creation,pandemic,disease_treat_procedure
impact,pandemic,disease_gene
treatment,crp,gene_treat_procedure
jak2,fedratinib,drug_gene
sepsis,cytokine storm,disease_disease
severe sepsis,cytokine storm,disease_disease
glycoprotein,cd147,gene_gene
transmembrane glycoprotein,cd147,gene_gene
cd147,cd147,gene_gene
sars cov,cd147,gene_disease
cd147,sars cov spike protein,gene_gene
fatigue,hunger,symptom_disease
participant,men,gene_species
mask,men,gene_gene
mechanical ventilation,12,gene_treat_procedure
respiratory difficulty,fever,disease_symptom
virus,pandemic,disease_disease
pandemic,he,disease_disease
psychological distress,reduction,treat_procedure_disease
stress disorder,anxiety,disease_disease
stigma,confusion,disease_gene
demand,reduction,treat_procedure_treat_procedure
sp,vaccination,treat_procedure_disease
patient,pulmonary disease,disease_species
impact,covid pandemic,disease_gene
patient,viral infection,disease_species
patient,immunization,treat_procedure_species
lower,sp,disease_disease
immunization,sp,disease_treat_procedure
lower,lower,disease_disease
disease,he,disease_disease
respiratory insufficiency,he,disease_disease
same,receptor,gene_disease
sit,evacuation,treat_procedure_gene
camel,camel,gene_species
class,rest,gene_gene
diarrhea,fever,disease_disease
