,Unnamed: 0.1,subject,object,new_relation
24522,24630,jhm.ia,spike,gene_gene
24524,24632,sting,receptor,gene_gene
24525,24633,hpai,chicken,species_species
24526,24634,h5n1,mouse,species_species
24527,24635,patient,pandemic influenza,disease_disease
24528,24636,isg20,liver,disease_disease
24529,24637,virus,infectious,gene_disease
24530,24638,woman,high fever,disease_disease
24531,24639,acute respiratory disease,chicken,species_species
24532,24640,igf-1,mouse,species_species
24536,24644,pig,antibody,gene_gene
24539,24647,patient,pantoprazole,drug_drug
24540,24648,antibody,peroxidase,gene_gene
24541,24649,ifitm protein,virus,gene_disease
24542,24650,scvo2,patient,species_species
24547,24655,zoonosis,infection,disease_disease
24548,24656,antibody,guinea pig,species_species
24550,24658,coronavirus,human,species_gene
24551,24659,cxcl13,autoimmune demyelination,disease_disease
24552,24660,person,cold,disease_disease
24553,24661,patient,foscarnet,drug_drug
24556,24664,infection,demyelination,disease_disease
24558,24666,man,fever,disease_disease
24563,24671,person,pertussis,disease_disease
24566,24674,pneumonia,child,species_species
24568,24676,csa,cyclophilin,gene_gene
24570,24678,participant,swine flu,species_disease
24575,24683,tlr ligand,lung,disease_disease
24576,24684,rnase a,rna,gene_gene
24577,24685,influenza viral pneumonia,edema,disease_disease
24578,24686,patient,sevoflurane,drug_drug
24579,24687,tlr3,pulmonary damage,disease_disease
24580,24688,tissue,pneumonia,disease_disease
24581,24689,patient,virus,gene_disease
24582,24690,person,child,species_species
24587,24695,covid-19,respiratory infection,disease_disease
24588,24696,high mobility group protein b1,protein,gene_gene
24589,24697,cdna,rna,gene_gene
24592,24700,infection,influenza virus,species_disease
24598,24706,antibody,cat,species_disease
24599,24707,hyperglycemia,acidosis,disease_disease
24600,24708,damp,autophagy,gene_gene
24603,24711,dmem,glutamine,drug_drug
24605,24713,infection,rna,gene_gene
24607,24715,mdms,blood,disease_disease
24610,24718,palifermin,neutropenia,disease_disease
24615,24723,acute infection,virus,gene_disease
24616,24724,patient,patient,species_species
24617,24725,v55p,loop,gene_gene
24621,24729,pneumonia,severe,disease_disease
24623,24731,lung inflammation,distress syndrome,disease_disease
24624,24732,patient,pattern,gene_gene
24626,24734,sepsis,hypotension,disease_disease
24628,24736,c1q,antibody,gene_gene
24634,24742,fusion protein,maltose-binding protein,gene_gene
24635,24743,birnavirus,infectious disease,disease_disease
24638,24746,patient,diabetes mellitus,disease_disease
24639,24747,nsp16,protein,gene_gene
24643,24751,tgev infection,diarrhoea,disease_disease
24644,24752,influenza virus,measles,species_disease
24646,24754,inflection,pneumonia,disease_disease
24648,24756,kcat,lower,disease_disease
24649,24757,hcov-nl63,respiratory syndrome,disease_disease
24650,24758,severe anemia,child,species_species
24652,24760,vaccine,human immunodeficiency virus,species_disease
24653,24761,chronic disease,human,species_gene
24654,24762,covid-19ry artery involvement,patient,species_species
24655,24763,livestock,dog,species_species
24657,24765,covid-19,pneumonia,disease_disease
24658,24766,palifermin,neutropenia,disease_disease
24659,24767,diabetes,major,disease_disease
24660,24768,macaque,simian immunodeficiency virus,species_disease
24662,24770,sud-m,macrodomain,gene_gene
24663,24771,fusion protein,mouse,species_species
24665,24773,covid-19,type,disease_disease
24670,24778,virus,human respiratory syncytial virus,species_species
24672,24780,patient,leukocytopenia,disease_disease
24676,24784,zbcov,coronavirus,species_disease
24680,24788,virus,patient,species_species
24684,24792,rna,tissue,gene_disease
24688,24796,h5n1 virus,transmissible,disease_disease
24689,24797,mhv-2,encephalitis,disease_disease
24690,24798,s-protein-binding region,intact,gene_gene
24691,24799,influenza virus,infection,disease_disease
24694,24802,wnv,native,gene_gene
24697,24805,nup98,nuclear,gene_gene
24698,24806,severe acute respiratory syndrome,infectious disease,disease_disease
24699,24807,participant,sneezing,disease_disease
24701,24809,protein,polyglutamine,drug_drug
24703,24811,tlr4,lung,disease_disease
24704,24812,virus,acute disease,disease_disease
24706,24814,rsv,child,species_species
24708,24816,anorexia,severe,disease_disease
24710,24818,sepsis,organ dysfunction,disease_disease
24711,24819,virus,autoimmunity,disease_disease
24712,24820,rat,periodontitis,disease_disease
24717,24825,antibody,mouse,species_species
24719,24827,cd151 protein,antibody,gene_gene
24720,24828,child,radiological pneumonia,disease_disease
24722,24830,virus,child,species_species
24723,24831,child,h1n1,gene_gene
24726,24834,sars-cov infection,rhesus macaque,species_disease
24728,24836,diphthamide,receptor,gene_gene
24729,24837,trachea stenosis,injury,disease_disease
24730,24838,pattern,bronchiolitis,disease_disease
24732,24840,disease,pattern,gene_gene
24735,24843,dpp4,spike protein,gene_gene
24736,24844,virus,body,gene_gene
24737,24845,infectious disease,epidemic disease,disease_disease
24738,24846,cns disease,encephalitis,disease_disease
24740,24848,person,transport,gene_gene
24741,24849,sars-cov,virus,gene_disease
24744,24852,lymphopenia,viral illness,disease_disease
24745,24853,human,syndrome,disease_disease
24747,24855,rna,virus,gene_disease
24754,24862,infection,varicella-zoster virus,species_disease
24755,24863,t47d,lectin,gene_gene
24756,24864,child,rhinovirus,species_disease
24759,24867,vsfold5,rna,gene_gene
24760,24868,patient,leukocytosis,disease_disease
24762,24870,antibody,mouse,species_species
24763,24871,antibody,patient,species_species
24764,24872,respiratory viral inflection,child,species_species
24766,24874,nendou,nsp12,gene_gene
24767,24875,ride,virus,gene_disease
24770,24878,panic,person,species_species
24773,24881,protein,plant,disease_disease
24776,24884,covid-19 infection,child,species_species
24778,24886,person,stroke,disease_disease
24779,24887,virus,β-gal,gene_gene
24781,24889,disease,coronavirus,species_disease
24783,24891,gene,core,gene_gene
24784,24892,patient,fever,disease_disease
24785,24893,interleukin 10,person,species_species
24787,24895,t lesion,nsp12,gene_gene
24789,24897,virus,body,gene_gene
24790,24898,ddt,class,gene_gene
24792,24900,cd169,viral antigen,gene_gene
24794,24902,licl,infection,disease_disease
24795,24903,m. pneumoniae,fatal respiratory disease,disease_disease
24797,24905,mdms,influenza virus,species_disease
24799,24907,porcine epidemic diarrhea virus,pig,species_species
24801,24909,bacterial pneumonia,pneumonia,disease_disease
24803,24911,diarrhea,hepatitis,disease_disease
24804,24912,patient,immunosuppression,disease_disease
24807,24915,sars,severe,disease_disease
24809,24917,coronavirus,respiratory syndrome,disease_disease
24810,24918,rna,plasma,gene_gene
24811,24919,inflection,virus,gene_disease
24812,24920,influenza,human,species_gene
24815,24923,iav infection,enhanced,disease_disease
24816,24924,p-2 sirna,lipid,gene_gene
24817,24925,patient,diarrhea,disease_disease
24822,24930,antibody,alphavirus encephalitis,disease_disease
24823,24931,inflammatory disease,virus,gene_disease
24824,24932,infection,protein,gene_gene
24825,24933,patient,fever,disease_disease
24826,24934,patient,dyspnoea,disease_disease
24827,24935,enteritis,cattle,species_species
24828,24936,patient,myalgia,disease_disease
24830,24938,rotavirus inflection,piglet,species_species
24831,24939,vp2,rna,gene_gene
24832,24940,histamine-mediated respiratory disease,pattern,gene_gene
24833,24941,respiratory symptom,respiratory distress syndrome,disease_disease
24834,24942,diarrhea,fever,disease_disease
24835,24943,influenza virus,lung,disease_disease
24836,24944,core,matrix protein,gene_gene
24837,24945,viral infection,host,gene_gene
24840,24948,pdcov,piglet,species_species
24841,24949,influenza virus,fusion,gene_gene
24842,24950,patient,acute respiratory syndrome,disease_disease
24844,24952,influenza a,patient,species_species
24846,24954,virus,mouse,species_species
24847,24955,rsv,child,species_species
24850,24958,high fever,sudden death,disease_disease
24852,24960,infectious agent,calf,species_species
24853,24961,patient,acute cough,disease_disease
24854,24962,tuberculosis,infection,disease_disease
24856,24964,rabies,public,disease_disease
24857,24965,lung damage,infection,disease_disease
24859,24967,adenovirus,child,species_species
24861,24969,acetone,antibody,gene_gene
24864,24972,hct,patient,species_species
24866,24974,sam-dependent mtases,class,gene_gene
24867,24975,viral infection,syndrome,disease_disease
24868,24976,anti-i-ab mab af6-120.1.2,ascites,disease_disease
24873,24981,influenza virus,myocarditis,disease_disease
24875,24983,demyelination,antibody,gene_gene
24876,24984,ferret,human influenza virus,species_species
24878,24986,recombinant n protein,antibody,gene_gene
24881,24989,patient,acute respiratory distress syndrome,disease_disease
24882,24990,thiolate,extended,gene_gene
24884,24992,ifns,infection,disease_disease
24886,24994,infectious salmon anaemia virus,infectious salmon anaemia,disease_disease
24894,25002,patient,dysphagia,disease_disease
24895,25003,gene,cancer,disease_disease
24897,25005,stpa,protein,gene_gene
24900,25008,hrv,virus,gene_disease
24901,25009,viremia,virus,gene_disease
24905,25013,pandemic influenza,2009,disease_disease
24907,25015,pdcs,viral infection,disease_disease
24911,25019,patient,liver,disease_disease
24918,25026,oseltamivir,tamiflu,drug_drug
24920,25028,hrv,child,species_species
24921,25029,mouse,tumor,disease_disease
24923,25031,lysine,glutamic acid,drug_drug
24924,25032,acute respiratory disease,chicken,species_species
24926,25034,parainfluenza virus,infection,disease_disease
24928,25036,sars-cov,mouse,species_species
24929,25037,invasive aspergillosis,patient,species_species
24930,25038,patient,patient,species_species
24933,25041,antibody,tau,gene_gene
24936,25044,depression,vomiting,disease_disease
24940,25048,virus,acute respiratory illness,disease_disease
24943,25051,ns5,multifunctional,gene_gene
24944,25052,cytokine storm,syndrome,disease_disease
24945,25053,rhesus monkey,antibody,gene_gene
24946,25054,cov,respiratory syndrome,disease_disease
24947,25055,ili-syndrome,influenza infection,disease_disease
24949,25057,high fever,sudden death,disease_disease
24950,25058,acute illness,coronavirus,species_disease
24952,25060,afp,child,species_species
24953,25061,chicken,host,gene_gene
24954,25062,mouse,influenza virus,species_disease
24955,25063,mouse,ulcerative colitis,disease_disease
24958,25066,transmissible gastroenteritis virus,diarrhea,disease_disease
24959,25067,patient,cardiovascular disease,disease_disease
24960,25068,sesquiterpenes,virus,gene_disease
24961,25069,virus,mouse,species_species
24962,25070,mab,microbial disease,disease_disease
24964,25072,community-acquired pneumonia,child,species_species
24966,25074,pdcs,virus,gene_disease
24968,25076,vsfold5,rna,gene_gene
24969,25077,elastase,amino acid,drug_drug
24970,25078,patient,oseltamivir,drug_drug
24972,25080,patient,stroke,disease_disease
24976,25084,uri,major,disease_disease
24980,25088,influenza illness,influenza,species_disease
24982,25090,pandemic,virus,gene_disease
24985,25093,mouse,r1918,gene_gene
24986,25094,cov,nsps,gene_gene
24990,25098,sars-cov infection,alveolar damage,disease_disease
24991,25099,protein,polyglutamine,drug_drug
24992,25100,antibody,patient,species_species
24996,25104,s mutant,alanine,drug_drug
24997,25105,infection,rna,gene_gene
24999,25107,antibody,infection,disease_disease
25000,25108,patient,remdesivir,drug_drug
25001,25109,mda5,serine,drug_drug
25002,25110,pig,human,species_gene
25006,25114,necrotic dermatitis,chronic inflammation,disease_disease
25008,25116,nicotine,acetylcholine,drug_drug
25012,25120,participant,influenza,species_disease
25013,25121,bacterial inflection,viral,gene_disease
25016,25124,steroid,patient,species_species
25017,25125,disease,lymphopenia,disease_disease
25019,25127,lrti,lower respiratory tract infection,disease_disease
25020,25128,mers-cov,infection,disease_disease
25021,25129,patient,autoimmune disease,disease_disease
25022,25130,dog,inflammatory disease,disease_disease
25023,25131,gene,major,disease_disease
25025,25133,necrotic dermatitis,inflammation,disease_disease
25027,25135,infection,demyelination,disease_disease
25029,25137,s protein host receptor,antigen,gene_gene
25030,25138,rna,cell,gene_gene
25032,25140,tlrs,pattern recognition receptor,gene_gene
25035,25143,mouse,weight loss,disease_disease
25038,25146,gene,protein,gene_gene
25040,25148,human immunodeficiency virus-1,lipid,gene_gene
25041,25149,hib,child,species_species
25042,25150,infection,mallard,species_species
25046,25154,mouse,cardiac injury,disease_disease
25048,25156,a59,encephalitis,disease_disease
25049,25157,infection,multifocal leukoencephalopathy,disease_disease
25053,25161,patient,h1n1,gene_gene
25054,25162,polio,major,disease_disease
25055,25163,public,high,disease_disease
25056,25164,patient,men,species_species
25058,25166,patient,pulmonary fibrosis,disease_disease
25059,25167,eif4gi,pattern,gene_gene
25060,25168,coronavirus,human,species_gene
25062,25170,protein,dimethyl sulfoxide,drug_drug
25063,25171,antibody,infection,disease_disease
25065,25173,sars-cov infection,virus,gene_disease
25067,25175,iih6 reactive α-dg,liver,disease_disease
25068,25176,sars-cov,angiotensin-converting enzyme 2,gene_gene
25069,25177,h1n1 pandemic influenza,2009,disease_disease
25070,25178,patient,hypoglycemia,disease_disease
25073,25181,peramivir,uncomplicated influenza,disease_disease
25075,25183,edr,class,gene_gene
25077,25185,pandemic,severe,disease_disease
25079,25187,cd169,viral antigen,gene_gene
25081,25189,picornavirus,virus,gene_disease
25083,25191,m gene sirnas,virus,gene_disease
25084,25192,patient,pulmonary tuberculosis,disease_disease
25086,25194,patient,lethargy,disease_disease
25088,25196,hcov-hku1,coronavirus,species_disease
25089,25197,virus,encephalitis,disease_disease
25091,25199,infant,wheezing,disease_disease
25092,25200,g protein,tobacco,species_disease
25093,25201,mouse,infection,disease_disease
25095,25203,injury,rat,species_species
25096,25204,ceacam1b allele,mouse,species_species
25097,25205,woman,nausea,disease_disease
25098,25206,inflection,viral,gene_disease
25099,25207,replicase,fusion,gene_gene
25100,25208,vp2,immunosuppression,disease_disease
25101,25209,s. mansoni,cancer,disease_disease
25102,25210,patient,pneumonia,disease_disease
25103,25211,transmembrane glycoprotein gp,envelope,gene_gene
25105,25213,tlr3,influenza infection,disease_disease
25106,25214,h5n1 virus infection,alveolar damage,disease_disease
25110,25218,telomerase,reverse transcriptase,gene_gene
25112,25220,complement,host,gene_gene
25114,25222,virus,infection,disease_disease
25116,25224,patient,respiratory tract illness,disease_disease
25117,25225,h5n1,virus,gene_disease
25119,25227,cold,human,species_gene
25120,25228,avian influenza,infection,disease_disease
25122,25230,emerging infectious disease,human coronavirus,species_species
25125,25233,disease,epidemic,disease_disease
25126,25234,goat anti-mouse igg,peroxidase,gene_gene
25127,25235,malaria,patient,species_species
25128,25236,g protein,mouse,species_species
25131,25239,hcv core,hepatic inflammation,disease_disease
25133,25241,syndrome,acute,disease_disease
25134,25242,cov,severe acute respiratory syndrome,disease_disease
25137,25245,patient,acute hepatitis,disease_disease
25138,25246,patient,rhinovirus,species_disease
25139,25247,cd8,patient,species_species
25140,25248,mouse,weight loss,disease_disease
25141,25249,infection,lung damage,disease_disease
25144,25252,peritonitis,cat,species_disease
25145,25253,human immunodeficiency virus,pandemic,disease_disease
25150,25258,sars-cov,severe acute respiratory syndrome,disease_disease
25151,25259,mers-cov,respiratory infection,disease_disease
25153,25261,woman,pattern,gene_gene
25154,25262,syndrome,coronavirus,species_disease
25155,25263,edema,distress syndrome,disease_disease
25157,25265,hmgb1,thrombomodulin,gene_gene
25161,25269,nand,fusion,gene_gene
25162,25270,anh,inflammation,disease_disease
25164,25272,interferon,influenza virus,species_disease
25165,25273,na glycoprotein,virus,gene_disease
25167,25275,disease,fungal disease,disease_disease
25168,25276,coronavirus pandemic,human,species_gene
25169,25277,hspgs,major,disease_disease
25174,25282,infectious disease,severe acute respiratory syndrome coronavirus 2,disease_disease
25175,25283,iron,critical,disease_disease
25176,25284,leader trs,loop,gene_gene
25178,25286,rsv,patient,species_species
25179,25287,person,transport,gene_gene
25181,25289,pro-tnf,metalloprotease,gene_gene
25184,25292,nsp1 mutant virus,virus infection,disease_disease
25185,25293,influenza virus,acute respiratory infection,disease_disease
25187,25295,syndrome,acute illness,disease_disease
25189,25297,chronic disease,mouse,species_species
25195,25303,diarrhea,fever,disease_disease
25197,25305,hcov-nl63 inflection,patient,species_species
25204,25312,mouse,receptor,gene_gene
25205,25313,stat1,pulmonary fibrosis,disease_disease
25206,25314,pandemic,virus,gene_disease
25207,25315,cns disease,encephalitis,disease_disease
25211,25319,patient,chronic disease,disease_disease
25212,25320,mouse,alum,drug_drug
25213,25321,protein,major,disease_disease
25214,25322,sars-cov infection,macaque,species_species
25216,25324,na glycoprotein,influenza virus,species_disease
25217,25325,headache,respiratory failure,disease_disease
25218,25326,virus,cell,gene_gene
25221,25329,antibody,influenza virus,species_disease
25222,25330,patient,diabetes,disease_disease
25223,25331,cd14,receptor,gene_gene
25225,25333,lcmv,human,species_gene
25227,25335,parainfluenza virus,respiratory infection,disease_disease
25229,25337,respiratory disease,pattern,gene_gene
25233,25341,patient,influenza virus infection,disease_disease
25234,25342,n protein,rna,gene_gene
25235,25343,plasma,viraemia,disease_disease
25237,25345,high mobility group protein b1,protein,gene_gene
25238,25346,dehydrated,osmium tetroxide,drug_drug
25240,25348,hypoxia,patient,species_species
25244,25352,mouse,lymphocytic choriomeningitis virus,disease_disease
25245,25353,mutant,proline,drug_drug
25246,25354,nsp16,nsp10,gene_gene
25248,25356,vaccine,immunodeficiency virus,species_disease
25249,25357,dog,inflammatory disease,disease_disease
25251,25359,gastroenteritis virus,diarrhea,disease_disease
25252,25360,nucleotide,patient,species_species
25254,25362,vaccine,antibody,gene_gene
25256,25364,fever,boy,species_species
25257,25365,ferret,virus,gene_disease
25260,25368,infection,major,disease_disease
25261,25369,adenovirus,acute infection,disease_disease
25262,25370,rna,trizol,drug_drug
25265,25373,sars-cov infection,child,species_species
25266,25374,swine flu,2009,disease_disease
25268,25376,telomerase,rna,gene_gene
25269,25377,csf pleocytosis,fever,disease_disease
25270,25378,patient,candidemia,disease_disease
25272,25380,patient,coronavirus,species_disease
25273,25381,trs,virus,gene_disease
25274,25382,tight junction protein zo-1,cell,gene_gene
25276,25384,β-galactosidase,antibody,gene_gene
25279,25387,interferon,influenza virus,species_disease
25280,25388,sinusoidal erythrophagocytosis,liver,disease_disease
25281,25389,resveratrol,polyphenol,drug_drug
25282,25390,cytokine storm,inflammation,disease_disease
25283,25391,tlr3,ectodomain,gene_gene
25286,25394,disease,enhanced,disease_disease
25287,25395,disease,myalgia,disease_disease
25289,25397,coronavirus,fusion,gene_gene
25293,25401,hcov-nl63,receptor,gene_gene
25294,25402,nsp1 mutant virus,virus infection,disease_disease
25295,25403,pneumonia,child,species_species
25296,25404,antibody,nuclear pore complex,gene_gene
25297,25405,hamster,ferret,species_gene
25298,25406,infection,patient,species_species
25299,25407,fbs,antibody,gene_gene
25302,25410,patient,patient,species_species
25303,25411,patient,sevoflurane,drug_drug
25304,25412,patient,obesity,disease_disease
25305,25413,virus,viral,gene_disease
25308,25416,virus,infection,disease_disease
25309,25417,bst-2,viral,gene_disease
25310,25418,patient,distress syndrome,disease_disease
25312,25420,renal cell carcinoma,tumor,disease_disease
25313,25421,hav,hepatitis,disease_disease
25315,25423,sars,viral infection,disease_disease
25316,25424,influenza infection,human,species_gene
25320,25428,anemia,child,species_species
25322,25430,anti-mouse,fluorescein,drug_drug
25323,25431,rsv infection,airway hyperresponsiveness,disease_disease
25325,25433,hbov,child,species_species
25326,25434,chronic respiratory disease,kidney disease,disease_disease
25327,25435,hcv,chronic liver disease,disease_disease
25328,25436,disease,pig,species_species
25330,25438,na glycoprotein,histidine,drug_drug
25331,25439,hrp,antibody,gene_gene
25332,25440,h5n1,bronchopneumonia,disease_disease
25334,25442,patient,alanine aminotransferase,gene_gene
25335,25443,peritonitis,coronavirus,species_disease
25336,25444,tgev,atrophy,disease_disease
25338,25446,cat,rabies,species_disease
25339,25447,human,virus,gene_disease
25340,25448,disease,severe,disease_disease
25342,25450,tlr4,emphysema,disease_disease
25343,25451,infection,human,species_gene
25345,25453,sesquiterpenes,syndrome,disease_disease
25346,25454,pneumonia,child,species_species
25349,25457,influenza virus,platelet activating factor receptor,gene_gene
25355,25463,infection,demyelination,disease_disease
25356,25464,patient,lower respiratory illness,disease_disease
25359,25467,igm antibody,pig,species_species
25360,25468,patient,fatigue,disease_disease
25361,25469,lymphoid depletion,immunosuppression,disease_disease
25363,25471,edema,distress syndrome,disease_disease
25364,25472,infection,child,species_species
25365,25473,virus,small,gene_gene
25367,25475,gene,neuraminidase,gene_gene
25370,25478,asthma exacerbation,child,species_species
25371,25479,pig,lower,disease_disease
25373,25481,sars-cov,human angiotensin-converting enzyme 2,gene_gene
25374,25482,virus,waterfowl,species_disease
25375,25483,covid-19,infection,disease_disease
25378,25486,type,shock,disease_disease
25382,25490,weight loss,mouse,species_species
25385,25493,telomerase,rna,gene_gene
25386,25494,anti-cd147,cartilage erosion,disease_disease
25387,25495,influenza,respiratory virus,species_disease
25388,25496,ace2,receptor,gene_gene
25389,25497,hbv,hepatocellular carcinoma,disease_disease
25391,25499,transport,kinesin,gene_gene
25394,25502,respiratory failure,hypoxemia,disease_disease
25395,25503,mouse,infection,disease_disease
25396,25504,tryptophan,gp41,gene_gene
25398,25506,disease,public health,disease_disease
25400,25508,virus,acute illness,disease_disease
25401,25509,disease,epidemic,disease_disease
25402,25510,upr,infection,disease_disease
25403,25511,patient,escherichia coli,species_species
25404,25512,patient,dyspnoea,disease_disease
25406,25514,ebna3c,protein,gene_gene
25410,25518,peritonitis,cat,species_disease
25411,25519,type,tuberculosis,disease_disease
25412,25520,hbv,carcinoma,disease_disease
25416,25524,infection,transmissible,disease_disease
25417,25525,isg20,flavivirus,species_disease
25418,25526,lithium chloride,bronchitis coronavirus,disease_disease
25419,25527,disease,histoplasmosis,disease_disease
25424,25532,virus,mouse,species_species
25426,25534,coronavirus,human,species_gene
25428,25536,disease,chronic disease,disease_disease
25429,25537,virus,lung damage,disease_disease
25431,25539,h1n1 influenza virus,swine,species_species
25432,25540,respiratory symptom,respiratory virus,species_disease
25433,25541,severe acute respiratory syndrome,acute illness,disease_disease
25434,25542,lysine,glutamic acid,drug_drug
25439,25547,paraformaldehyde,paraffin,drug_drug
25440,25548,covid-19,person,species_species
25443,25551,m protein,rhabdovirus,disease_disease
25444,25552,anti-mouse,fluorescein,drug_drug
25446,25554,fusion protein,mouse,species_species
25447,25555,polyphenols,apple,species_species
25448,25556,disease,mouse,species_species
25449,25557,influenza,virus,gene_disease
25451,25559,patient,pain,disease_disease
25453,25561,obesity,h1n1,gene_gene
25455,25563,asthma,inflammatory,disease_disease
25456,25564,virus,mouse,species_species
25457,25565,influenza illness,ferret,species_gene
25458,25566,infection,neuroinflammation,disease_disease
25459,25567,iron,inflammation,disease_disease
25461,25569,infection,patient,species_species
25463,25571,infection,patient,species_species
25464,25572,cathepsin l,spike protein,gene_gene
25465,25573,patient,acute respiratory distress syndrome,disease_disease
25466,25574,mouse,nsp1 mutant virus,gene_gene
25470,25578,dehydrated,osmium tetroxide,drug_drug
25471,25579,patient,ribavirin,drug_drug
25476,25584,patient,inflammation,disease_disease
25477,25585,child,h1n1,gene_gene
25478,25586,jnk,p53,gene_gene
25481,25589,respiratory symptom,hypoxia,disease_disease
25482,25590,pig,human,species_gene
25484,25592,patient,syndrome,disease_disease
25486,25594,neisseria meningitidis,meningitis,disease_disease
25491,25599,neo cassette,mouse,species_species
25493,25601,covid-19,person,species_species
25495,25603,ceacam1-4s,ceacam1,gene_gene
25498,25606,had3,knob,gene_gene
25501,25609,thiolate,extended,gene_gene
25502,25610,hcovs,virus,gene_disease
25503,25611,covid-19,iron,drug_drug
25504,25612,disease,disease,disease_disease
25506,25614,cat,host,gene_gene
25512,25620,e. faecium,fluid,disease_disease
25514,25622,epidemic,public health,disease_disease
25517,25625,coronavirus,ceacam1a,gene_gene
25518,25626,m. hyopneumoniae,pneumonia,disease_disease
25519,25627,mutant d5,stem-loop 2,gene_gene
25521,25629,covid-19,infection,disease_disease
25523,25631,inflection,influenza,species_disease
25524,25632,virus,host,gene_gene
25525,25633,sb203580,p38,gene_gene
25529,25637,human apobec3g,virus,gene_disease
25531,25639,virus,community,disease_disease
25532,25640,mouse,virus infection,disease_disease
25533,25641,hcovs,respiratory illness,disease_disease
25534,25642,aom,acute inflammation,disease_disease
25535,25643,viroporins,small,gene_gene
25537,25645,swollen head syndrome,oedema,disease_disease
25538,25646,fcovs,infectious,gene_disease
25539,25647,arteriviruses,coronavirus,species_disease
25542,25650,fut2 enzyme,carbohydrate,drug_drug
25544,25652,tge,piglet,species_species
25549,25657,tight junction protein zo-1,cell,gene_gene
25551,25659,infection,emerging,disease_disease
25553,25661,sb203580,p38,gene_gene
25554,25662,tract inflection,wheezing,disease_disease
25555,25663,disease,epidemic disease,disease_disease
25556,25664,arb,indole,drug_drug
25557,25665,hepatitis,hepatitis,disease_disease
25558,25666,sars-cov infection,pneumonia,disease_disease
25560,25668,abscess,patient,species_species
25561,25669,swallowing impairment,aspiration pneumonia,disease_disease
25563,25671,copper,antiviral,gene_gene
25564,25672,f protein,envelope,gene_gene
25565,25673,resveratrol,copper,drug_drug
25566,25674,cytokine storm,inflammation,disease_disease
25568,25676,cpb,dopamine,drug_drug
25571,25679,syndrome,respiratory illness,disease_disease
25572,25680,hspgs,major,disease_disease
25574,25682,amino acid,critical,disease_disease
25576,25684,stat1,fibrosis,disease_disease
25578,25686,il-6,antibody,gene_gene
25579,25687,patient,coronavirus,species_disease
25580,25688,mental health problem,child,species_species
25582,25690,m gene,rna,gene_gene
25583,25691,covid-19,coronavirus pneumonia,disease_disease
25586,25694,sars coronavirus,syndrome,disease_disease
25587,25695,plasma,viraemia,disease_disease
25588,25696,cd14,antigen,gene_gene
25589,25697,inflection,autoimmunity,disease_disease
25590,25698,cov,severe acute respiratory syndrome,disease_disease
25591,25699,poly,virus,gene_disease
25592,25700,zbcov,coronavirus,species_disease
25593,25701,patient,corticosteroid,drug_drug
25595,25703,phev infection,pig,species_species
25598,25706,virus,man,species_species
25599,25707,antibody,virus,gene_disease
25601,25709,influenza,person,species_species
25603,25711,covid-19 crisis,person,species_species
25604,25712,virus,mouse,species_species
25605,25713,virus,liver,disease_disease
25607,25715,arginine,amino acid,drug_drug
25608,25716,macrophage,cell,gene_gene
25614,25722,covid-19,cat,species_disease
25615,25723,cytokine storm,infection,disease_disease
25618,25726,hypertension,respiratory distress syndrome,disease_disease
25619,25727,monkey,antibody,gene_gene
25620,25728,viroporins,small,gene_gene
25622,25730,antibody,peroxidase,gene_gene
25623,25731,hyperglycemia,acidosis,disease_disease
25628,25736,nsp1 mutant,hepatitis,disease_disease
25629,25737,cytokine storm,patient,species_species
25631,25739,sars,pneumonia,disease_disease
25632,25740,child,virus,gene_disease
25633,25741,cat,virus,gene_disease
25634,25742,aris,child,species_species
25635,25743,cmv,blood,disease_disease
25636,25744,virus,type,disease_disease
25639,25747,prostate cancer,human,species_gene
25643,25751,yersinia pestis,plague,disease_disease
25646,25754,ace2,receptor,gene_gene
25651,25759,sars-cov nsp3,protein,gene_gene
25653,25761,cxcl13 mrna,microglia,disease_disease
25657,25765,hypoxia,patient,species_species
25658,25766,igg,rabbit,species_species
25660,25768,adenovirus,rna,gene_gene
25661,25769,rna,influenza viral hemagglutinin transcript,gene_gene
25663,25771,autoimmune disease,human,species_gene
25666,25774,distemper virus,encephalitis,disease_disease
25668,25776,patient,acute infection,disease_disease
25670,25778,u16 snornas,transport,gene_gene
25671,25779,antibody,β-tubulin,gene_gene
25675,25783,nucleocapsid protein,antibody,gene_gene
25678,25786,inflection,major,disease_disease
25681,25789,influenza virus,fusion,gene_gene
25682,25790,demyelination,infection,disease_disease
25683,25791,csf,bacterial,disease_disease
25684,25792,respiratory illness,lower respiratory tract involvement,disease_disease
25685,25793,inflammation,infection,disease_disease
25686,25794,rage,autophagy,gene_gene
25689,25797,infection,meningoencephalitis,disease_disease
25691,25799,demyelination,infection,disease_disease
25692,25800,mev,emerging,disease_disease
25694,25802,protein,envelope protein,gene_gene
25696,25804,zbcov,coronavirus,species_disease
25701,25809,utr,patient,species_species
25703,25811,vaccine,infection,disease_disease
25704,25812,chicken,infection,disease_disease
25705,25813,il-13 oe,doxycycline,drug_drug
25709,25817,canine distemper virus,encephalitis,disease_disease
25710,25818,spike protein,coronavirus,species_disease
25711,25819,virus,rna,gene_gene
25712,25820,haemagglutinin,virus,gene_disease
25713,25821,virus,patient,species_species
25715,25823,woman,nausea,disease_disease
25717,25825,disease,patient,species_species
25719,25827,lta,pig,species_species
25723,25831,coronavirus,respiratory disease,disease_disease
